mouse_gene,human_gene,mouse_delta_AD_minus_WT,human_delta_AD_minus_Control,human_p,human_fdr,mouse_padj,same_direction
Olfm1,OLFM1,-0.0969395495718555,-0.12699521116903217,0.11428571428571428,0.9506493506493506,0.0,True
Osbpl8,OSBPL8,0.0463678643453925,-0.03637097859738869,1.0,1.0,0.0243254989613727,False
Otub1,OTUB1,-0.1282286878536394,0.029787053186309587,0.34285714285714286,1.0,2.410560351142349e-21,False
Oxr1,OXR1,-0.0383730304099473,-0.027421252573744503,0.4857142857142857,1.0,6.521647681056044e-10,True
Pabpn1,PABPN1,-0.0388933115682179,0.10884647516226464,1.0,1.0,0.0062427663374693,False
Pafah1b1,PAFAH1B1,0.195817522130088,-0.04928629123741757,0.34285714285714286,1.0,1.1330008804287908e-12,False
Pafah1b2,PAFAH1B2,0.0558918918273693,0.004183476568790145,0.7,1.0,0.0146434309812713,True
Paip1,PAIP1,0.5827561068339511,-0.03872166589038961,0.4,1.0,5.8329476168118564e-15,False
Papola,PAPOLA,0.4119450188841053,-0.0033115144572243294,0.8857142857142857,1.0,1.781545922715399e-09,False
Paqr8,PAQR8,-0.3511774585477416,0.25448823498167517,0.7,1.0,1.0869263563015745e-07,False
Pcdh17,PCDH17,0.2467479674796747,0.022766835440800937,0.7,1.0,9.169362820515309e-06,True
Pcdh9,PCDH9,0.0194219227881928,-0.007673999409937515,0.8857142857142857,1.0,0.2297525888828104,False
Pcdhac2,PCDHAC2,-0.3347204961485489,-0.01598860533641555,1.0,1.0,6.728840995137955e-25,True
Pclo,PCLO,0.1548851532560009,0.044079073652004475,1.0,1.0,3.5038827920044197e-11,True
Pcsk2,PCSK2,0.2380019586850706,-0.015344886641690647,1.0,1.0,1.4169518102968647e-09,False
Pdia3,PDIA3,0.0005558473299176,-0.040679117147707985,0.7,1.0,0.9756341254016344,False
Pex5l,PEX5L,0.1551807275601223,-0.005333257356028964,0.8857142857142857,1.0,1.270568116810518e-07,False
Pgm2l1,PGM2L1,0.0967407144826498,0.02491907833176188,0.6857142857142857,1.0,0.0233659229435146,True
Pgrmc2,PGRMC2,-0.2776218241012367,0.15219018269865725,0.7,1.0,1.5993364501346234e-06,False
Phactr1,PHACTR1,0.1300514878639879,-0.029756822738854716,0.6857142857142857,1.0,2.892207756342466e-08,False
Pigk,PIGK,0.2804983388704318,-0.014375274527812176,0.4,1.0,7.138527939126119e-05,False
Pik3r1,PIK3R1,0.4530246069719753,-0.18059213674194952,0.8857142857142857,1.0,9.673150602881636e-05,False
Pitpna,PITPNA,0.114674754677217,-0.06940938109453154,1.0,1.0,1.672966552882637e-62,False
Pja2,PJA2,0.2213030435718612,0.0011646651560183185,0.8857142857142857,1.0,7.464085708211454e-119,True
Pkp4,PKP4,-0.0022571086889293,-0.13419555617467105,0.2,0.9695364238410596,0.7721856026924632,True
Plcb1,PLCB1,-0.0621157335002339,-0.0631515077349889,0.11428571428571428,0.9506493506493506,3.0390161847927094e-08,True
Plp1,PLP1,-0.0255084885169192,-0.007408670128144501,1.0,1.0,3.297633263313275e-219,True
Polr1d,POLR1D,-0.5495754112482286,0.01684417210665834,1.0,1.0,0.0,False
Ppm1a,PPM1A,0.0724724368505579,-0.06466471018600761,1.0,1.0,2.736251532354659e-06,False
Ppm1b,PPM1B,0.3382532280067257,-0.12133287810652954,0.6857142857142857,1.0,4.0308207343219214e-05,False
Ppp1cb,PPP1CB,0.0803893680473289,-0.031007151715707282,0.4857142857142857,1.0,5.749698140113329e-66,False
Ppp1r12a,PPP1R12A,0.2038660413660413,0.07469049866918431,0.4,1.0,4.186830340646549e-06,True
Ppp1r7,PPP1R7,0.0115647378715559,0.017889816344488163,0.6857142857142857,1.0,0.7959847216197962,True
Ppp2ca,PPP2CA,0.1828079540491545,0.05052815472020078,0.4857142857142857,1.0,0.0,True
Ppp2r2a,PPP2R2A,-0.1543987086359965,0.00815880802501956,1.0,1.0,0.2129570249576662,False
Ppp2r2c,PPP2R2C,0.0303705976742109,-0.04359868068993167,0.4,1.0,1.19333690138405e-07,False
Ppp2r5c,PPP2R5C,0.0588522342511705,-0.18381618477371342,0.05714285714285714,0.9506493506493506,0.103284802856546,False
Ppp3ca,PPP3CA,-0.4099232705775465,-0.348620358820956,0.02857142857142857,0.9506493506493506,0.0,True
Prelp,PRELP,0.1191286038224813,-0.08272013257251754,0.34285714285714286,1.0,0.0259213804029196,False
Prkacb,PRKACB,0.0553586912582916,0.00718795160691188,0.6857142857142857,1.0,7.686595135877698e-37,True
Prkar1a,PRKAR1A,0.222230040554204,0.046245190750178966,0.7,1.0,1.6284039416427742e-08,True
Prkcb,PRKCB,-0.4295125051658828,-0.13640526591233104,0.4,1.0,1.048037981213182e-230,True
Psip1,PSIP1,0.3957986378217409,-0.09221001209624013,0.8857142857142857,1.0,1.0964846160045908e-303,False
Pten,PTEN,-0.0558559639130733,0.28516106339543523,0.7,1.0,0.3906536815730625,False
Ptgds,PTGDS,0.0310086738582049,-0.16055160551957792,0.6857142857142857,1.0,7.132134924544602e-62,False
Ptma,PTMA,-0.524029813118992,-0.03430668647267876,1.0,1.0,0.0,True
Ptn,PTN,-0.015097500534254,-0.0226747709615035,1.0,1.0,0.0037432331602276,True
Ptprd,PTPRD,0.322638156371558,-0.014011095613475355,0.8857142857142857,1.0,1.2279713738946038e-46,False
Pum2,PUM2,0.1190131088146452,0.039550086043029786,0.2,0.9695364238410596,0.1960003307733809,True
Pura,PURA,0.0616257690491575,0.014989419164879392,0.8857142857142857,1.0,0.140297402717057,True
R3hdm2,R3HDM2,0.312846068660022,0.03407619107937365,1.0,1.0,2.6265638403389966e-09,True
Rab11fip4,RAB11FIP4,0.3114917737646099,0.227843519519084,0.11428571428571428,0.9506493506493506,1.905862268214756e-06,True
Rab2a,RAB2A,0.0247468557531567,-0.4221246431559794,0.2,0.9695364238410596,3.7726390304681465e-08,False
Rabep1,RABEP1,0.4549708937844557,-0.1558188493515522,0.11428571428571428,0.9506493506493506,2.2718437622895152e-35,False
Rac1,RAC1,0.043247340139536,-0.1826538598835472,0.11428571428571428,0.9506493506493506,5.562790364851166e-17,False
Rad23b,RAD23B,0.0319326236178645,-0.38153151113294737,0.34285714285714286,1.0,0.5181172309253526,False
Ralbp1,RALBP1,0.6816764254264256,-0.30179759560738784,0.1,0.9506493506493506,3.9151285557573935e-35,False
Ralyl,RALYL,0.0618593142453162,-0.06405705536227257,0.6857142857142857,1.0,0.0035447044770236,False
Rapgef4,RAPGEF4,0.1353014681516122,0.003079671127176109,1.0,1.0,5.9838718090374445e-24,True
Rasgrp2,RASGRP2,-0.5079569892473119,-0.10671792569311933,0.7,1.0,1.5208161473047836e-10,True
Rbbp6,RBBP6,0.0584086551737534,-0.08372860823423023,0.7,1.0,0.1767103936301325,False
Rbfox1,RBFOX1,0.2221436997405305,-0.045293019496319364,0.2,0.9695364238410596,6.5969547361865145e-18,False
Rbm39,RBM39,0.1427084164694275,-0.08022935189403202,0.4857142857142857,1.0,1.1288938983802373e-11,False
Rcan2,RCAN2,-0.0257484688619402,-0.054814230473046566,0.2,0.9695364238410596,0.0652290051974718,True
Rdx,RDX,0.618803792235126,-0.0779305505142166,0.4,1.0,6.206243419309552e-06,False
Rfk,RFK,-0.1407723605508415,-0.006939799331103669,1.0,1.0,1.0536235645577011e-05,True
Robo2,ROBO2,0.0655954071969695,-0.02507667753996734,0.6857142857142857,1.0,0.1535176756293287,False
Rock2,ROCK2,0.1723659519139011,-0.11044062064660598,0.2,0.9695364238410596,3.6949287504256094e-12,False
Rpl10a,RPL10A,-0.2123848906891459,0.001512025471425149,0.8857142857142857,1.0,1.2390672411148092e-290,False
Rpl11,RPL11,-0.7688770355553309,0.017517987140597047,0.7,1.0,0.0,False
Rpl14,RPL14,-0.2083027487419403,-0.5616553565524975,0.4857142857142857,1.0,2.4829863475934283e-232,True
Rpl22,RPL22,0.1493606254332666,-0.06817995503031415,0.6857142857142857,1.0,1.1956899190513542e-81,False
Rpl3,RPL3,-0.3970607251669389,-0.06994521445383506,0.4857142857142857,1.0,1.1139280634353977e-107,True
Rpl35a,RPL35A,0.0598522792985701,-0.05727247441032489,0.7,1.0,4.818234850393221e-192,False
Rpl37,RPL37,-0.9957206534742667,-0.4736740887459435,0.11428571428571428,0.9506493506493506,0.0,True
Rpl5,RPL5,-0.3550592691868466,-0.06532868718177132,0.6857142857142857,1.0,0.0,True
Rpl6,RPL6,-0.6947060768937727,0.042176700199930584,0.6857142857142857,1.0,3.0328053878160493e-198,False
Rpl9,RPL9,-0.1057530414491819,0.15051478680824992,0.11428571428571428,0.9506493506493506,2.100482469434981e-214,False
Rps24,RPS24,0.2543616111260218,0.004130292473518787,0.8857142857142857,1.0,0.0,True
Rps27a,RPS27A,-0.2329893103795878,-0.04319600538813506,0.6857142857142857,1.0,1.874913953693115e-207,True
Rps29,RPS29,0.0363568551645683,-0.05548708166660306,0.8857142857142857,1.0,1.054364665000304e-21,False
Rps8,RPS8,-0.2868839235249468,0.010536873422871018,1.0,1.0,0.0,False
Rtn3,RTN3,0.1323913584042947,0.0226303956073739,0.7,1.0,0.0185991608313292,True
Rtn4,RTN4,0.0677868922549437,0.011883109449435603,1.0,1.0,6.313128551674328e-211,True
Rufy3,RUFY3,-0.3352924423328819,0.2372108913218821,1.0,1.0,9.35655586747807e-121,False
Rundc3a,RUNDC3A,0.2272679847568931,-0.017765028328775745,0.6857142857142857,1.0,8.831649206036673e-13,False
Ryr2,RYR2,0.14930979679085,-0.012839970971735504,0.6857142857142857,1.0,0.0022374996595438,False
S100b,S100B,-0.033047589128778,0.06699005447653983,0.05714285714285714,0.9506493506493506,4.187726094433869e-19,False
Satb1,SATB1,-0.6770602172907998,-0.5798858507184848,0.11428571428571428,0.9506493506493506,3.023520259302713e-42,True
Scamp1,SCAMP1,0.0929502160586702,-0.477303208213918,0.7,1.0,3.838808345119482e-07,False
Scg3,SCG3,-0.2196445577783121,-0.08504134918326556,0.4857142857142857,1.0,1.6352108627822625e-118,True
Scn8a,SCN8A,-0.3378849847896207,0.004237154978264379,0.4,1.0,1.398878634452376e-21,False
Sec11c,SEC11C,-0.167880245946502,0.009037920471677285,1.0,1.0,6.614509666762422e-238,False
Sec62,SEC62,0.4601872850365729,-0.09557122189047784,0.02857142857142857,0.9506493506493506,0.0,False
Senp2,SENP2,0.1880805394842827,-0.023597025016903417,0.2,0.9695364238410596,0.0232713966921427,False
Serbp1,SERBP1,0.0869210014764761,0.1525251134993218,0.8857142857142857,1.0,5.1377762966333283e-104,True
Serinc3,SERINC3,-0.917740926381874,-0.026621162288402056,0.6857142857142857,1.0,4.015804e-317,True
Set,SET,-0.2446152227207821,0.07937889347464633,0.6857142857142857,1.0,5.311804585168995e-145,False
Sf3b1,SF3B1,-0.5363819094853509,0.7234923685104155,0.2,0.9695364238410596,1.4488992817431894e-36,False
Sfpq,SFPQ,0.0049818216484883,-0.16059395515328256,0.6857142857142857,1.0,0.9146956958623672,False
Sgip1,SGIP1,0.0276307917303728,0.07898390917258846,0.4,1.0,0.4614642230498367,True
Sirpa,SIRPA,-0.0283432715150826,-0.013613356504235674,0.6857142857142857,1.0,6.558602674858069e-16,True
Slc1a2,SLC1A2,0.0010622989100885,-0.005517325351493629,0.6857142857142857,1.0,0.9411498687124166,False
Slc25a12,SLC25A12,-0.2864829392318482,-0.600250626566416,0.1,0.9506493506493506,1.0519308616010041e-73,True
Slu7,SLU7,0.2095178071228489,-0.11049437830926578,0.2,0.9695364238410596,2.440076934765056e-05,False
Smarca5,SMARCA5,-0.0813403562281649,-0.2691614387101104,0.11428571428571428,0.9506493506493506,0.4210825459296991,True
Smarcc2,SMARCC2,0.0877028203070861,0.21877434304933707,0.2,0.9695364238410596,0.0002765269139714,True
Smarce1,SMARCE1,-0.0472653856864383,-0.0033678550521438755,1.0,1.0,0.3976133167638216,True
Snap25,SNAP25,0.0247310527111687,0.011831157036248707,0.6857142857142857,1.0,1.0903807475163416e-185,True
Snhg14,SNHG14,-0.1819305531309936,0.1355789650106336,0.8857142857142857,1.0,3.2994809693847383e-08,False
Son,SON,0.0787705303112307,-0.1777211758284173,0.7,1.0,6.225205398873924e-08,False
Sparcl1,SPARCL1,-0.5629321798204032,0.036035171489352646,1.0,1.0,0.0,False
Sppl3,SPPL3,0.0195679443157373,-0.49549725612682016,0.4,1.0,0.1463869324285294,False
Spred1,SPRED1,0.1390396392512051,-0.004498176369891582,1.0,1.0,0.0050752601452081,False
Spryd7,SPRYD7,-0.0528612196181251,-0.0963376709233063,0.1,0.9506493506493506,0.2303753817208597,True
Sptbn1,SPTBN1,0.2402420085887828,-0.019709251457439625,0.34285714285714286,1.0,2.5444763590883026e-10,False
Srpk2,SRPK2,0.2194106561671062,-0.33372064821414427,0.7,1.0,8.711581179265621e-11,False
Srsf11,SRSF11,0.1542162326209945,0.006005305578957065,1.0,1.0,0.0002589332126626,True
Srsf3,SRSF3,-0.5209687825374195,0.018193467053261747,0.8857142857142857,1.0,3.6323663669973413e-109,False
Srsf7,SRSF7,-0.0680047512400455,-0.04926790660862679,1.0,1.0,0.4997167652341164,True
Ssb,SSB,-0.1104308115855037,0.03596774468375141,0.4,1.0,0.0034494025050811,False
Ssr1,SSR1,0.3052524228334703,-0.12888725943458557,0.6857142857142857,1.0,0.0002367591315518,False
Ssx2ip,SSX2IP,0.4550435729847495,-0.0069945141065831384,1.0,1.0,0.0075482292366783,False
Stau2,STAU2,-0.329720755666871,0.027233865727224638,1.0,1.0,8.838041898354951e-15,False
Strbp,STRBP,0.1879453643536989,-0.13661779691423281,0.8857142857142857,1.0,9.46773568648772e-14,False
Stx12,STX12,-0.7113963116465551,0.03726895738317071,0.8857142857142857,1.0,2.9347096498462875e-35,False
Stx7,STX7,-0.1073022658558372,0.3501136208822648,0.7,1.0,0.00016412884891,False
Svop,SVOP,0.0227320125332873,-0.005962531645569591,1.0,1.0,0.0047083734529795,False
Syn2,SYN2,0.0169127549054064,0.3970594413570637,0.6857142857142857,1.0,4.461956246292776e-25,True
Syncrip,SYNCRIP,0.1425525561395126,-0.19276915488080126,0.05714285714285714,0.9506493506493506,0.0941303247275188,False
Syne1,SYNE1,0.6759826466853356,-0.000732228983937544,0.6857142857142857,1.0,1.537312140278456e-69,False
Syt1,SYT1,0.0974198451728878,0.048063864491285746,0.8857142857142857,1.0,9.83467543497066e-223,True
Syt11,SYT11,-0.3495030469963588,0.01397030517878417,0.8857142857142857,1.0,0.0,False
Syt7,SYT7,-0.6141783386013975,0.01438968810156338,0.6857142857142857,1.0,0.0,False
Tafa5,TAFA5,-0.0491243095086478,0.01948146595498257,0.8857142857142857,1.0,0.0776030894786748,False
Tardbp,TARDBP,0.1951780074763944,0.006231610461469417,0.7,1.0,3.775187323696328e-05,True
Tbrg1,TBRG1,0.1523510470187333,-0.16730048030547617,0.4857142857142857,1.0,0.0050752601452081,False
Tcea1,TCEA1,0.1232326980171809,-0.04370507403720281,0.4,1.0,0.0001311808061603,False
Tcf4,TCF4,0.0086121353978494,0.0181601093956123,0.8857142857142857,1.0,0.3801226924327153,True
Tenm2,TENM2,0.1105175915510561,-0.032339467349949524,0.4,1.0,0.0935302118179654,False
Thra,THRA,0.0049346529481774,0.1169764824991909,0.4,1.0,2.1095709013065e-05,True
Timm10b,TIMM10B,0.0046712457563277,0.04438846668374463,1.0,1.0,0.7450221596961267,True
Tmbim4,TMBIM4,-0.0038517738599225,-0.0954162863806916,0.4,1.0,0.7913630011264265,True
Tmed10,TMED10,-0.2345736210398268,0.05075594822338647,0.7,1.0,4.501355701854353e-07,False
Tnik,TNIK,0.1157916736041735,-0.07961277108142117,0.4857142857142857,1.0,0.1150439980300675,False
Tollip,TOLLIP,-0.8829562869103685,0.0973720447707056,0.34285714285714286,1.0,1.0361953736251986e-11,False
Top1,TOP1,0.0333864083864083,-0.007732402860342824,0.7,1.0,0.5939546771613411,False
Tpd52,TPD52,0.0293609066726069,-0.013574457594975081,0.6857142857142857,1.0,0.7258124348998216,False
Tpm1,TPM1,0.2514380518017238,-0.017759935477875688,0.8857142857142857,1.0,1.8191963057941022e-112,False
Tpm3,TPM3,-0.4491680181475971,-0.04098346833586419,0.4857142857142857,1.0,2.0987230204147238e-16,True
Tpt1,TPT1,-0.0091363363789533,0.06461498732789517,0.05714285714285714,0.9506493506493506,4.5334648505501935e-09,False
Trim2,TRIM2,0.0656283726783091,-0.06337525261865551,0.1,0.9506493506493506,3.797743198361851e-10,False
Trip12,TRIP12,0.1229653679653678,0.17259340279498525,0.4857142857142857,1.0,0.0230711315479659,True
Tspan5,TSPAN5,0.0546677141739271,0.004279393226204076,1.0,1.0,0.0001676842638235,True
Ttc3,TTC3,-0.0043616442144083,-0.13494701155157418,0.11428571428571428,0.9506493506493506,0.2211916085362379,True
Tuba4a,TUBA4A,-0.4763965195686531,-0.36098451796502595,0.6857142857142857,1.0,0.0,True
U2surp,U2SURP,0.3283059935233848,-0.2658227848101266,0.7,1.0,0.0098887022061832,False
Ube2b,UBE2B,-0.1537905926122469,-0.0656911238408644,0.11428571428571428,0.9506493506493506,2.680288707478611e-170,True
Ube2d3,UBE2D3,-0.3266837964413207,-0.09317617664901112,0.34285714285714286,1.0,1.2078957640974332e-146,True
Ube2g1,UBE2G1,0.0979282549945264,-0.024269941182540555,1.0,1.0,0.0048698097811148,False
Ube2j2,UBE2J2,0.0781154961083913,0.06079575093659595,0.4,1.0,0.012138028442408,True
Ube2k,UBE2K,0.0964466178572032,-0.0213961265651762,1.0,1.0,0.0008219001496659,False
Ube2l3,UBE2L3,0.5163846524302189,-0.06257150229935982,0.34285714285714286,1.0,2.487883822254937e-77,False
Ube2n,UBE2N,0.801859835149932,-0.11852023970001346,0.4857142857142857,1.0,0.0,False
Ube2r2,UBE2R2,-0.5911893250957951,-0.06987345978925619,0.2,0.9695364238410596,0.0,True
Ube2v2,UBE2V2,0.6187297638790176,-0.0157606780095485,0.7,1.0,6.948229435319908e-38,False
Ube2w,UBE2W,-0.0336193362743874,0.20015307668350568,0.11428571428571428,0.9506493506493506,0.2471000378663872,False
Ube3a,UBE3A,-0.077326892109501,0.006234035376427083,0.8857142857142857,1.0,0.4036141077875477,False
Ubtf,UBTF,-0.9021978457940228,-0.0523854492313727,0.34285714285714286,1.0,1.6620382380240558e-37,True
Ubxn4,UBXN4,0.4409126984126984,-0.0571893813473805,1.0,1.0,1.8855406095925124e-08,False
Ugp2,UGP2,-0.5249466074466075,-0.032759170497760115,0.7,1.0,6.599113668920761e-05,True
Usp14,USP14,-0.5487161432782022,-0.011468967792898632,1.0,1.0,3.263939894302781e-63,True
Usp34,USP34,0.2064219295123354,0.03873315332191607,1.0,1.0,4.226146299416049e-05,True
Usp47,USP47,0.1878926038500507,-0.3328848910109297,0.7,1.0,0.0481714538560837,False
Usp9x,USP9X,-0.2509840074013892,-0.19351472182384982,1.0,1.0,1.5133009322513043e-16,True
Vxn,VXN,0.0874937075154933,0.006641640985290631,1.0,1.0,1.8852965818169905e-22,True
Wdr82,WDR82,-0.0260326718003064,-0.18888341255454288,0.2,0.9695364238410596,0.1266779511307461,True
Yipf4,YIPF4,-0.1757291556681799,-0.12122904088145658,0.6857142857142857,1.0,0.0127628380620306,True
Ylpm1,YLPM1,-0.0071861471861469,0.2218781674992416,0.34285714285714286,1.0,0.9411498687124166,False
Ypel5,YPEL5,-0.2519129297121651,0.014027423580256215,0.8857142857142857,1.0,1.714545682128437e-24,False
Ywhab,YWHAB,0.0120508496027619,0.04488070827481261,0.4857142857142857,1.0,8.157749681391966e-11,True
Ywhae,YWHAE,0.1137870751714319,-0.011988499519980933,1.0,1.0,2.5796487211971423e-197,False
Ywhaz,YWHAZ,0.0137003025643844,-0.10231055474044881,0.4857142857142857,1.0,1.904089637877182e-07,False
Zbtb20,ZBTB20,-0.4297900659419776,-0.04929949775310605,0.4,1.0,7.932993350107224e-113,True
Zfand5,ZFAND5,-0.8626934196033849,-0.09571981903450888,0.7,1.0,1.1594778101579223e-126,True
Zfr,ZFR,0.2001037210782168,-0.06653567438148444,0.1,0.9506493506493506,3.026134352970739e-50,False
Zmat2,ZMAT2,0.3295135450134828,-0.20034084883095404,1.0,1.0,0.0,False
