gene,n_disease,n_control,median_disease,median_control,delta_disease_minus_control,cliffs_delta,p_value,fdr_BH,delta_ci95_lo,delta_ci95_hi
SMARCC2,4,4,0.9549832152051727,0.7362088721558356,0.21877434304933707,0.625,0.2,0.9695364238410596,,
SMARCA2,3,3,0.9398186314921682,0.975177304964539,-0.03535867347237087,-0.7777777777777778,0.2,0.9695364238410596,,
SLU7,4,4,0.7937931034482759,0.9042874817575417,-0.11049437830926578,-0.625,0.2,0.9695364238410596,,
ENOX1,3,3,0.43653250773993807,0.9227053140096618,-0.48617280626972376,-0.7777777777777778,0.2,0.9695364238410596,,
ENAH,4,4,0.5951354148697603,0.6501150846219754,-0.05497966975221513,-0.625,0.2,0.9695364238410596,,
SLC12A2-DT,3,3,0.5039370078740157,0.7562604340567612,-0.2523234261827455,-0.7777777777777778,0.2,0.9695364238410596,,
TYRO3,3,3,0.9035460992907801,0.9574683544303797,-0.053922255139599584,-0.7777777777777778,0.2,0.9695364238410596,,
DEK,3,3,0.41515650741350907,0.747457627118644,-0.332301119705135,-0.7777777777777778,0.2,0.9695364238410596,,
PPIG,4,4,0.5011066937348446,0.6131357061517215,-0.1120290124168769,-0.625,0.2,0.9695364238410596,,
PPIA,4,4,0.03050591759342431,0.05584424616097473,-0.025338328567550417,-0.625,0.2,0.9695364238410596,,
PKD2,3,3,0.5722543352601156,0.8343558282208589,-0.26210149296074325,-0.7777777777777778,0.2,0.9695364238410596,,
PHF3,3,3,0.7515923566878981,0.8192457737321196,-0.06765341704422145,-0.7777777777777778,0.2,0.9695364238410596,,
EIF1AX,4,4,0.5814274113614922,0.7408986469684986,-0.15947123560700638,-0.625,0.2,0.9695364238410596,,
DSTN,4,4,0.7285746683954017,0.6636792733208285,0.0648953950745732,0.625,0.2,0.9695364238410596,,
DPP6,4,4,0.7037955075366605,0.884975541950535,-0.18118003441387442,-0.625,0.2,0.9695364238410596,,
DPP10,4,4,0.5478417642140468,0.735582604463241,-0.18774084024919413,-0.625,0.2,0.9695364238410596,,
SIPA1L1,4,4,0.8053708415555739,0.9674740589536099,-0.16210321739803601,-0.625,0.2,0.9695364238410596,,
CACNB2,4,4,0.8349563838223633,0.8864924364285014,-0.05153605260613814,-0.625,0.2,0.9695364238410596,,
PHACTR3,4,4,0.8604006178455255,0.89844620237317,-0.038045584527644505,-0.625,0.2,0.9695364238410596,,
PEBP1,4,4,0.8606996425869753,0.7143652985214808,0.1463343440654945,0.625,0.2,0.9695364238410596,,
PEA15,4,4,0.9215764685786099,0.7837274626140047,0.13784900596460514,0.625,0.2,0.9695364238410596,,
PDXK,4,4,0.8691788783993236,0.7140487188135235,0.15513015958580012,0.625,0.2,0.9695364238410596,,
AGGF1,3,3,0.4880952380952381,0.6841163310961969,-0.19602109300095877,-0.7777777777777778,0.2,0.9695364238410596,,
LUC7L2,3,3,0.4392614188532556,0.677645121449156,-0.23838370259590042,-0.7777777777777778,0.2,0.9695364238410596,,
SENP2,3,3,0.8901960784313725,0.9137931034482759,-0.023597025016903417,-0.7777777777777778,0.2,0.9695364238410596,,
SCN3B,4,4,0.87164122248127,0.9701433056218026,-0.09850208314053266,-0.625,0.2,0.9695364238410596,,
SCN2A,3,3,0.815028901734104,0.9848918575063613,-0.1698629557722573,-0.7777777777777778,0.2,0.9695364238410596,,
ANKH,4,4,0.8900211678249061,0.8137917514089994,0.07622941641590675,0.625,0.2,0.9695364238410596,,
ADGRB3,4,4,0.774656157635468,0.8209509294839947,-0.046294771848526706,-0.5,0.34285714285714286,1.0,,
AMER2,4,4,0.6885480560177819,0.6204769793994505,0.06807107661833145,0.5,0.34285714285714286,1.0,,
AK1,4,4,0.20208755010517127,0.14386412065657841,0.05822342944859285,0.5,0.34285714285714286,1.0,,
AKAP12,4,4,0.710129712947615,0.8871451104100947,-0.17701539746247974,-0.5,0.34285714285714286,1.0,,
PDZD8,4,4,0.6095194603342466,0.763241147055822,-0.15372168672157538,-0.5,0.34285714285714286,1.0,,
UBE2D3,4,4,0.7611376949096609,0.854313871558672,-0.09317617664901112,-0.5,0.34285714285714286,1.0,,
ARHGAP32,4,4,0.7908338822800016,0.6865008764054551,0.10433300587454652,0.5,0.34285714285714286,1.0,,
KCTD16,4,4,0.6462073551225,0.8089932596523933,-0.16278590452989328,-0.5,0.34285714285714286,1.0,,
KIF3A,4,4,0.6895500671261747,0.8254947391333672,-0.1359446720071925,-0.5,0.34285714285714286,1.0,,
LIPA,4,4,0.8488445516747403,0.8799205152886305,-0.0310759636138902,-0.5,0.34285714285714286,1.0,,
LONP2,4,4,0.5971107544141252,0.6973884400821684,-0.10027768566804318,-0.5,0.34285714285714286,1.0,,
CIRBP,4,4,0.6389882177402757,0.314000243219687,0.3249879745205887,0.5,0.34285714285714286,1.0,,
CLASP2,4,4,0.8770176046843099,0.9305919943553949,-0.053574389671084965,-0.5,0.34285714285714286,1.0,,
MAPK1,4,4,0.8233301949574368,0.7976156816545585,0.025714513302878217,0.5,0.34285714285714286,1.0,,
MARCKS,4,4,0.8597872708405396,0.5376353086496071,0.32215196219093256,0.5,0.34285714285714286,1.0,,
KCNC1,4,4,0.7550113290185492,0.7909375691025946,-0.035926240084045435,-0.5,0.34285714285714286,1.0,,
KCNIP4,4,4,0.618944571796795,0.8125661906420764,-0.1936216188452814,-0.5,0.34285714285714286,1.0,,
APBB2,4,4,0.7186195038074183,0.63393330674004,0.08468619706737834,0.5,0.34285714285714286,1.0,,
YLPM1,4,4,0.5081040132482999,0.2862258457490583,0.2218781674992416,0.5,0.34285714285714286,1.0,,
CHD9,4,4,0.7784961685823755,0.9041495198902606,-0.12565335130788513,-0.5,0.34285714285714286,1.0,,
DNAJB9,4,4,0.41538461538461535,0.3281593128782261,0.08722530250638927,0.5,0.34285714285714286,1.0,,
C1QBP,4,4,0.9204650652171333,0.9780190027285306,-0.05755393751139726,-0.5,0.34285714285714286,1.0,,
EIF1,4,4,0.6237144429412572,0.8108113844773697,-0.18709694153611245,-0.5,0.34285714285714286,1.0,,
PHYHIPL,4,4,0.8774666876523816,0.9382022420863847,-0.060735554434003136,-0.5,0.34285714285714286,1.0,,
RAD23B,4,4,0.16624523047696851,0.5477767416099159,-0.38153151113294737,-0.5,0.34285714285714286,1.0,,
MRPL19,4,4,0.35666596015260704,0.25398591027067113,0.10268004988193591,0.5,0.34285714285714286,1.0,,
MEAF6,4,4,0.18389681011996603,0.24454223713318662,-0.06064542701322059,-0.5,0.34285714285714286,1.0,,
TCEA2,4,4,0.6441930084793925,0.7394702379990035,-0.09527722951961093,-0.5,0.34285714285714286,1.0,,
MMP24OS,4,4,0.38196330797127215,0.41842189480474645,-0.036458586833474305,-0.5,0.34285714285714286,1.0,,
ARRB1,4,4,0.8911136890951276,0.8127442927266739,0.07836939636845364,0.5,0.34285714285714286,1.0,,
SLC48A1,4,4,0.24136207509692864,0.19991611295179812,0.04144596214513052,0.5,0.34285714285714286,1.0,,
SLMAP,4,4,0.436411567343026,0.6755320378697678,-0.2391204705267418,-0.5,0.34285714285714286,1.0,,
CLVS2,4,4,0.8177532327586207,0.916480911195769,-0.09872767843714836,-0.5,0.34285714285714286,1.0,,
TM9SF3,4,4,0.92901049551426,0.4901616899503439,0.43884880556391603,0.5,0.34285714285714286,1.0,,
HNRNPA3,4,4,0.5880583654499114,0.6296845637117161,-0.04162619826180469,-0.5,0.34285714285714286,1.0,,
HSP90B1,4,4,0.8059457450761799,0.9037559940451707,-0.09781024896899082,-0.5,0.34285714285714286,1.0,,
HSPA4,4,4,0.6876281613123718,0.7537756370560662,-0.0661474757436944,-0.5,0.34285714285714286,1.0,,
DHFR,4,4,0.0376460941028149,0.08862311604630985,-0.050977021943494946,-0.5,0.34285714285714286,1.0,,
SKP1,4,4,0.621517714556101,0.3534250174835131,0.2680926970725879,0.5,0.34285714285714286,1.0,,
PCBP2,4,4,0.9044081526502856,0.9642701694855466,-0.059862016835260934,-0.5,0.34285714285714286,1.0,,
EIF2S3,4,4,0.8485589881816298,0.335520994290879,0.5130379938907508,0.5,0.34285714285714286,1.0,,
SNCA,4,4,0.43533796613297204,0.4654786811918332,-0.03014071505886118,-0.5,0.34285714285714286,1.0,,
ATP2B1,4,4,0.6675339916214773,0.7700676823201974,-0.10253369069872009,-0.5,0.34285714285714286,1.0,,
NCOR1,4,4,0.7491242384339619,0.8304649758454106,-0.08134073741144865,-0.5,0.34285714285714286,1.0,,
RPS6,4,4,0.663280380559907,0.6250653675493067,0.03821501301060026,0.5,0.34285714285714286,1.0,,
UBQLN1,4,4,0.8304034165808909,0.8838369075457708,-0.053433490964879926,-0.5,0.34285714285714286,1.0,,
UBTF,4,4,0.18120034899205584,0.23358579822342854,-0.0523854492313727,-0.5,0.34285714285714286,1.0,,
GPM6A,4,4,0.9584090642642943,0.7947233025943004,0.16368576166999393,0.5,0.34285714285714286,1.0,,
GPR37L1,4,4,0.24021556275246125,0.3112337349890969,-0.07101817223663565,-0.5,0.34285714285714286,1.0,,
GNPTAB,4,4,0.9187717770034843,0.8517621197263767,0.06700965727710761,0.5,0.34285714285714286,1.0,,
NEBL,4,4,0.8811383266497401,0.9155409557082775,-0.034402629058537415,-0.5,0.34285714285714286,1.0,,
CRIPT,4,4,0.4017952984113353,0.3070458952811894,0.0947494031301459,0.5,0.34285714285714286,1.0,,
COPS2,4,4,0.5121158392434988,0.42152013409813194,0.09059570514536686,0.5,0.34285714285714286,1.0,,
UBE2L3,4,4,0.7444363222871995,0.8070078245865593,-0.06257150229935982,-0.5,0.34285714285714286,1.0,,
OTUB1,4,4,0.8722924514633439,0.8425053982770343,0.029787053186309587,0.5,0.34285714285714286,1.0,,
ENSG00000254698,4,4,0.7938405573709846,0.9018746511704259,-0.10803409379944129,-0.5,0.34285714285714286,1.0,,
NORAD,4,4,0.9795507113467974,0.9339731060605606,0.04557760528623678,0.5,0.34285714285714286,1.0,,
GABRB3,4,4,0.9199462552011095,0.9422426508238042,-0.022296395622694698,-0.5,0.34285714285714286,1.0,,
NAT8L,4,4,0.9446890022043396,0.7730536738720682,0.17163532833227135,0.5,0.34285714285714286,1.0,,
RPL15,4,4,0.30759715647572783,0.3878402614548371,-0.08024310497910925,-0.5,0.34285714285714286,1.0,,
SPARC,4,4,0.4032494145199063,0.6919306403883438,-0.28868122586843753,-0.5,0.34285714285714286,1.0,,
FMN2,4,4,0.7849137931034482,0.8507169117647059,-0.06580311866125765,-0.5,0.34285714285714286,1.0,,
FTH1,4,4,0.9139908052255081,0.8535604045952011,0.060430400630307024,0.5,0.34285714285714286,1.0,,
SPTBN1,4,4,0.9583725500336142,0.9780818014910538,-0.019709251457439625,-0.5,0.34285714285714286,1.0,,
COPZ1,4,4,0.5830457786979526,0.5346617959853461,0.048383982712606466,0.5,0.34285714285714286,1.0,,
CPEB4,4,4,0.9316175534217965,0.9528149243163001,-0.021197370894503575,-0.5,0.34285714285714286,1.0,,
NUDT3,4,4,0.7483573799363272,0.8468220941812491,-0.09846471424492187,-0.5,0.34285714285714286,1.0,,
FAM162A,4,4,0.2804703669773687,0.327460067313179,-0.04698970033581029,-0.5,0.34285714285714286,1.0,,
FAM177A1,4,4,0.611544130151352,0.8787935365605268,-0.26724940640917483,-0.5,0.34285714285714286,1.0,,
SOBP,4,4,0.29935861158272026,0.9284231825066263,-0.629064570923906,-0.5,0.34285714285714286,1.0,,
RAB1A,4,4,0.19508054294942556,0.22348041204202163,-0.028399869092596064,-0.5,0.34285714285714286,1.0,,
CTNNA2,4,4,0.8235848411889016,0.9148723096389466,-0.09128746845004498,-0.5,0.34285714285714286,1.0,,
NSD3,4,4,0.674958530898393,0.8017826317318704,-0.1268241008334774,-0.5,0.34285714285714286,1.0,,
TOLLIP,4,4,0.719577802089884,0.6222057573191784,0.0973720447707056,0.5,0.34285714285714286,1.0,,
BRWD1,4,4,0.23152981565086533,0.17389729353738456,0.05763252211348077,0.5,0.34285714285714286,1.0,,
REEP5,4,4,0.8682744648033054,0.7899257472654403,0.0783487175378651,0.5,0.34285714285714286,1.0,,
RETREG1,4,4,0.8911900065746219,0.8471595790378007,0.04403042753682118,0.5,0.34285714285714286,1.0,,
PA2G4,4,4,0.637382480295138,0.8106219196325797,-0.17323943933744168,-0.5,0.34285714285714286,1.0,,
PAFAH1B1,4,4,0.9200341565636023,0.9693204478010199,-0.04928629123741757,-0.5,0.34285714285714286,1.0,,
CYCS,4,4,0.8647745916116523,0.9257706775044316,-0.060996085892779384,-0.5,0.34285714285714286,1.0,,
DCTN5,4,4,0.7424280879864636,0.7808893280632412,-0.038461240076777536,-0.5,0.34285714285714286,1.0,,
SELENOT,4,4,0.4908207807143977,0.5231089859298291,-0.03228820521543141,-0.5,0.34285714285714286,1.0,,
ANKRD12,4,4,0.304932314446336,0.3656882352893227,-0.0607559208429867,-0.5,0.34285714285714286,1.0,,
MAP1B,4,4,0.48821056390025674,0.6677338075747346,-0.1795232436744778,-0.5,0.34285714285714286,1.0,,
CD59,4,4,0.777076941688366,0.716490239117751,0.06058670257061505,0.5,0.34285714285714286,1.0,,
CDC42,4,4,0.8863206532494686,0.6773580326862527,0.2089626205632159,0.5,0.34285714285714286,1.0,,
CDIP1,4,4,0.07343617973370932,0.06135491164294798,0.012081268090761342,0.5,0.34285714285714286,1.0,,
PRELP,4,4,0.36250657054892244,0.44522670312143997,-0.08272013257251754,-0.5,0.34285714285714286,1.0,,
PRKCB,3,3,0.6141857506361323,0.7505910165484634,-0.13640526591233104,-0.5555555555555556,0.4,1.0,,
CDS2,3,3,0.8994845360824743,0.930672268907563,-0.0311877328250888,-0.5555555555555556,0.4,1.0,,
CDKL5,3,3,0.4469026548672566,0.3578606158833063,0.0890420389839503,0.5555555555555556,0.4,1.0,,
CDC40,3,3,0.6921348314606741,0.825735992402659,-0.13360116094198493,-0.5555555555555556,0.4,1.0,,
CCP110,3,3,0.8344549125168237,0.7991913746630728,0.035263537853750915,0.5555555555555556,0.4,1.0,,
SLC25A36,3,3,0.917098445595855,0.9482758620689655,-0.031177416473110564,-0.5555555555555556,0.4,1.0,,
LRP1B,3,3,0.6024096385542169,0.7068235294117647,-0.10441389085754782,-0.5555555555555556,0.4,1.0,,
LPGAT1,3,3,0.8325358851674641,0.9235349420244438,-0.09099905685697962,-0.5555555555555556,0.4,1.0,,
ZC3H6,3,3,0.11514392991239049,0.653179190751445,-0.5380352608390545,-0.5555555555555556,0.4,1.0,,
ACSL6,3,3,0.8688327316486161,0.8154506437768241,0.053382087871791994,0.5555555555555556,0.4,1.0,,
SEPHS1,3,3,0.678391959798995,0.5794871794871795,0.09890478031181549,0.5555555555555556,0.4,1.0,,
SEC61A2,3,3,0.6972222222222222,0.7280530628170113,-0.030830840594789133,-0.5555555555555556,0.4,1.0,,
MAP1LC3B,3,3,0.7605473204104903,0.7474204643164231,0.013126856094067274,0.5555555555555556,0.4,1.0,,
MAP3K2,3,3,0.648936170212766,0.6685592618878637,-0.019623091675097792,-0.5555555555555556,0.4,1.0,,
ZBTB20,3,3,0.7307692307692307,0.7800687285223368,-0.04929949775310605,-0.5555555555555556,0.4,1.0,,
ZBTB4,3,3,0.7744807121661721,0.8071581196581197,-0.032677407491947585,-0.5555555555555556,0.4,1.0,,
SLC25A26,3,3,0.1541501976284585,0.1287375415282392,0.025412656100219283,0.5555555555555556,0.4,1.0,,
CWF19L2,3,3,0.528169014084507,0.696,-0.16783098591549295,-0.5555555555555556,0.4,1.0,,
RDX,3,3,0.6751361161524501,0.7530666666666667,-0.0779305505142166,-0.5555555555555556,0.4,1.0,,
DCUN1D1,3,3,0.2727272727272727,0.7777777777777778,-0.5050505050505051,-0.5555555555555556,0.4,1.0,,
SCN8A,3,3,0.9009584664536742,0.8967213114754098,0.004237154978264379,0.5555555555555556,0.4,1.0,,
SEMA6A,3,3,0.5118110236220472,0.48755490483162517,0.024256118790422054,0.5555555555555556,0.4,1.0,,
FBXO32,3,3,0.8898305084745762,0.5525423728813559,0.33728813559322035,0.5555555555555556,0.4,1.0,,
FBXO33,3,3,0.5882352941176471,0.7245215843346684,-0.13628629021702132,-0.5555555555555556,0.4,1.0,,
TRAK1,3,3,0.8551136363636364,0.9088235294117647,-0.05370989304812834,-0.5555555555555556,0.4,1.0,,
PAIP1,3,3,0.8963815789473685,0.9351032448377581,-0.03872166589038961,-0.5555555555555556,0.4,1.0,,
CUL3,3,3,0.16993464052287582,0.4156746031746032,-0.24573996265172737,-0.5555555555555556,0.4,1.0,,
ERBIN,3,3,0.8365384615384616,0.9103641456582633,-0.07382568411980173,-0.5555555555555556,0.4,1.0,,
FAM107B,3,3,0.8986486486486487,0.9160063391442155,-0.01735769049556679,-0.5555555555555556,0.4,1.0,,
EXOSC6,3,3,0.6968390804597702,0.7210358927760109,-0.024196812316240712,-0.5555555555555556,0.4,1.0,,
PCGF3,3,3,0.8014705882352942,0.7328767123287672,0.06859387590652699,0.5555555555555556,0.4,1.0,,
TOGARAM1,3,3,0.8260869565217391,0.9064748201438849,-0.08038786362214578,-0.5555555555555556,0.4,1.0,,
FMR1,3,3,0.7718832891246684,0.9694464414090582,-0.1975631522843898,-0.5555555555555556,0.4,1.0,,
NLN,3,3,0.5544554455445545,0.8715596330275229,-0.3171041874829684,-0.5555555555555556,0.4,1.0,,
NIN,3,3,0.8857142857142857,0.9309090909090909,-0.04519480519480523,-0.5555555555555556,0.4,1.0,,
FRMD5,3,3,0.5956521739130435,0.7877747252747253,-0.19212255136168177,-0.5555555555555556,0.4,1.0,,
PPP2R2C,3,3,0.8626334519572953,0.906232132647227,-0.04359868068993167,-0.5555555555555556,0.4,1.0,,
PLCL1,3,3,0.7848101265822784,0.4085603112840467,0.37624981529823176,0.5555555555555556,0.4,1.0,,
CPD,3,3,0.8538812785388128,0.5666666666666667,0.28721461187214614,0.5555555555555556,0.4,1.0,,
FBXO11,3,3,0.952088452088452,0.9301268245991864,0.021961627489265667,0.5555555555555556,0.4,1.0,,
SRSF1,3,3,0.2647058823529412,0.30268510984540276,-0.037979227492461576,-0.5555555555555556,0.4,1.0,,
B4GALNT1,3,3,0.5598455598455598,0.514524472741743,0.04532108710381688,0.5555555555555556,0.4,1.0,,
ATP9A,3,3,0.919062832800852,0.923707054652158,-0.004644221851305974,-0.5555555555555556,0.4,1.0,,
ASB6,3,3,0.4068965517241379,0.3180616740088106,0.08883487771532733,0.5555555555555556,0.4,1.0,,
GSK3B,3,3,0.6143572621035058,0.9581529581529582,-0.34379569604945237,-0.5555555555555556,0.4,1.0,,
TPM4,3,3,0.8926701570680629,0.8143236074270557,0.07834654964100718,0.5555555555555556,0.4,1.0,,
COPG2IT1,3,3,0.9573842762674504,0.9750146972369195,-0.017630420969469096,-0.5555555555555556,0.4,1.0,,
OPTN,3,3,0.8105263157894737,0.8982772764561116,-0.0877509606666379,-0.5555555555555556,0.4,1.0,,
CAMK2G,3,3,0.9266943291839558,0.9536604987932421,-0.026966169609286328,-0.5555555555555556,0.4,1.0,,
PALS2,3,3,0.5490566037735849,0.6729254996971532,-0.12386889592356831,-0.5555555555555556,0.4,1.0,,
ENSG00000263244,3,3,0.5182795698924731,0.6488418644552474,-0.13056229456277424,-0.5555555555555556,0.4,1.0,,
COL18A1,3,3,0.49019607843137253,0.4596774193548387,0.03051865907653384,0.5555555555555556,0.4,1.0,,
TPGS2,3,3,0.17320261437908496,0.0997624703087886,0.07344014407029636,0.5555555555555556,0.4,1.0,,
GABRA2,3,3,0.709731543624161,0.8350617283950618,-0.12533018477090074,-0.5555555555555556,0.4,1.0,,
NMT2,3,3,0.8818565400843882,0.33043478260869563,0.5514217574756926,0.5555555555555556,0.4,1.0,,
NOLC1,3,3,0.7945205479452054,0.9363172123760889,-0.14179666443088346,-0.5555555555555556,0.4,1.0,,
GRM5,3,3,0.9321148825065274,0.952286282306163,-0.02017139979963556,-0.5555555555555556,0.4,1.0,,
GLS,3,3,0.920655737704918,0.9357707509881423,-0.015115013283224288,-0.5555555555555556,0.4,1.0,,
NR3C1,3,3,0.9507874015748031,0.9290420679168778,0.021745333657925303,0.5555555555555556,0.4,1.0,,
GNG7,3,3,0.6951219512195121,0.7111821086261981,-0.016060157406685982,-0.5555555555555556,0.4,1.0,,
TMBIM4,3,3,0.3631578947368421,0.45857418111753373,-0.0954162863806916,-0.5555555555555556,0.4,1.0,,
TMEM245,3,3,0.9492753623188406,0.9048780487804878,0.044397313538352745,0.5555555555555556,0.4,1.0,,
BAZ2B,3,3,0.5425531914893617,0.8974358974358975,-0.3548827059465358,-0.5555555555555556,0.4,1.0,,
RNF24,3,3,0.5695067264573991,0.9007569386038689,-0.33125021214646977,-0.5555555555555556,0.4,1.0,,
RPLP2,3,3,0.6770910896003971,0.575402747484024,0.10168834211637312,0.5555555555555556,0.4,1.0,,
GRB2,3,3,0.7751937984496124,0.7217496962332929,0.05344410221631957,0.5555555555555556,0.4,1.0,,
GSTM4,3,3,0.13654618473895583,0.07670928293496387,0.059836901803991954,0.5555555555555556,0.4,1.0,,
HAGH,3,3,0.026748971193415638,0.041666666666666664,-0.014917695473251027,-0.5555555555555556,0.4,1.0,,
TMEM9,3,3,0.847887323943662,0.9073684210526316,-0.05948109710896965,-0.5555555555555556,0.4,1.0,,
SPPL3,3,3,0.20327868852459016,0.6987759446514104,-0.49549725612682016,-0.5555555555555556,0.4,1.0,,
CSNK1A1,3,3,0.6317254174397031,0.5721854304635762,0.059539986976126946,0.5555555555555556,0.4,1.0,,
RPS7,3,3,0.6727192205491586,0.6270320483046912,0.04568717224446739,0.5555555555555556,0.4,1.0,,
NDUFA9,3,3,0.10634648370497427,0.13354806739345887,-0.027201583688484604,-0.5555555555555556,0.4,1.0,,
CTDSPL,3,3,0.7882882882882883,0.8573141486810552,-0.06902586039276681,-0.5555555555555556,0.4,1.0,,
UBE2J2,3,3,0.6197183098591549,0.5589225589225589,0.06079575093659595,0.5555555555555556,0.4,1.0,,
UBE2J1,3,3,0.5568181818181818,0.9142212189616253,-0.35740303714344357,-0.5555555555555556,0.4,1.0,,
KIDINS220,3,3,0.10981308411214953,0.2800171526586621,-0.1702040685465126,-0.5555555555555556,0.4,1.0,,
MAPK8,3,3,0.59375,0.7962264150943397,-0.20247641509433967,-0.5555555555555556,0.4,1.0,,
MCF2L2,3,3,0.8108108108108109,0.7261904761904762,0.08462033462033469,0.5555555555555556,0.4,1.0,,
MCTP1,3,3,0.7368421052631579,0.3659574468085106,0.37088465845464724,0.5555555555555556,0.4,1.0,,
ABI2,3,3,0.9485488126649076,0.9596602972399151,-0.011111484575007435,-0.5555555555555556,0.4,1.0,,
PIK3C3,3,3,0.6680851063829787,0.865979381443299,-0.1978942750603203,-0.5555555555555556,0.4,1.0,,
DPYSL3,3,3,0.8816901408450705,0.8946053946053946,-0.012915253760324097,-0.5555555555555556,0.4,1.0,,
PIGK,3,3,0.4430379746835443,0.45741324921135645,-0.014375274527812176,-0.5555555555555556,0.4,1.0,,
C22orf39,3,3,0.6437659033078881,0.6270142180094787,0.016751685298409424,0.5555555555555556,0.4,1.0,,
RSKR,3,3,0.5138888888888888,0.676923076923077,-0.16303418803418812,-0.5555555555555556,0.4,1.0,,
YWHAG,3,3,0.9725200060395591,0.9700545965918491,0.0024654094477100097,0.5555555555555556,0.4,1.0,,
CADM3,3,3,0.9016100178890877,0.3795955882352941,0.5220144296537936,0.5555555555555556,0.4,1.0,,
C1orf52,3,3,0.175,0.12903225806451613,0.04596774193548386,0.5555555555555556,0.4,1.0,,
C19orf12,3,3,0.34108527131782945,0.28589108910891087,0.055194182208918585,0.5555555555555556,0.4,1.0,,
CACYBP,3,3,0.8058441558441558,0.8326580608687458,-0.026813905024590023,-0.5555555555555556,0.4,1.0,,
PSPC1,3,3,0.4315245478036176,0.3092936802973978,0.12223086750621981,0.5555555555555556,0.4,1.0,,
DNAJC10,3,3,0.7352941176470589,0.2225475841874085,0.5127465334596504,0.5555555555555556,0.4,1.0,,
PHF20,3,3,0.8642297650130548,0.9143167028199566,-0.050086937806901766,-0.5555555555555556,0.4,1.0,,
PSMC2,3,3,0.9274193548387096,0.2933070866141732,0.6341122682245364,0.5555555555555556,0.4,1.0,,
CFL2,3,3,0.3178294573643411,0.3618700667880996,-0.04404060942375848,-0.5555555555555556,0.4,1.0,,
PPP1R12A,3,3,0.7975133214920072,0.7228228228228228,0.07469049866918431,0.5555555555555556,0.4,1.0,,
MOCS2,3,3,0.11023622047244094,0.8240740740740741,-0.7138378536016331,-0.5555555555555556,0.4,1.0,,
MSL1,3,3,0.6666666666666666,0.6382521489971347,0.028414517669531958,0.5555555555555556,0.4,1.0,,
TCEA1,3,3,0.7168674698795181,0.7605725439167209,-0.04370507403720281,-0.5555555555555556,0.4,1.0,,
MPC2,3,3,0.3497942386831276,0.7894449499545041,-0.4396507112713765,-0.5555555555555556,0.4,1.0,,
SFXN1,3,3,0.595,0.6592920353982301,-0.06429203539823014,-0.5555555555555556,0.4,1.0,,
SGIP1,3,3,0.6904761904761905,0.611492281303602,0.07898390917258846,0.5555555555555556,0.4,1.0,,
MON2,3,3,0.45161290322580644,0.34438775510204084,0.1072251481237656,0.5555555555555556,0.4,1.0,,
CNPY2,3,3,0.5161839863713799,0.43977591036414565,0.0764080760072342,0.5555555555555556,0.4,1.0,,
CLPX,3,3,0.6128048780487805,0.6294027565084227,-0.016597878459642224,-0.5555555555555556,0.4,1.0,,
THRA,3,3,0.987072945521699,0.8700964630225081,0.1169764824991909,0.5555555555555556,0.4,1.0,,
TGOLN2,3,3,0.9251336898395722,0.9630996309963099,-0.03796594115673768,-0.5555555555555556,0.4,1.0,,
CLTA,3,3,0.9332472006890612,0.9411268962196003,-0.007879695530539133,-0.5555555555555556,0.4,1.0,,
SLITRK1,3,3,0.6554621848739496,0.7228739002932552,-0.06741171541930557,-0.5555555555555556,0.4,1.0,,
SLITRK4,3,3,0.3471264367816092,0.5037974683544304,-0.1566710315728212,-0.5555555555555556,0.4,1.0,,
SLC8A2,3,3,0.42280285035629456,0.41829085457271364,0.004511995783580913,0.5555555555555556,0.4,1.0,,
SYNRG,3,3,0.49,0.5258215962441315,-0.035821596244131504,-0.5555555555555556,0.4,1.0,,
