gene,n_disease,n_control,median_disease,median_control,delta_disease_minus_control,cliffs_delta,p_value,fdr_BH,delta_ci95_lo,delta_ci95_hi
RFK,3,3,0.8365384615384616,0.8434782608695652,-0.006939799331103669,-0.1111111111111111,1.0,1.0,,
RBMX,3,3,0.29891304347826086,0.26639892904953144,0.032514114428729424,-0.1111111111111111,1.0,1.0,,
RBFOX2,3,3,0.8521825396825397,0.6903457719958919,0.1618367676866478,0.1111111111111111,1.0,1.0,,
SLC25A23,3,3,0.097581317764804,0.11638591117917305,-0.018804593414369047,-0.1111111111111111,1.0,1.0,,
SLC24A2,4,4,0.9311016493759516,0.913888336477851,0.017213312898100686,0.0,1.0,1.0,,
SIK2,4,4,0.9144658042879387,0.8882807980672164,0.026185006220722284,0.0,1.0,1.0,,
RAPGEF4,3,3,0.9836956521739131,0.980615981046737,0.003079671127176109,0.1111111111111111,1.0,1.0,,
RAE1,3,3,0.3952380952380952,0.41367437284800784,-0.01843627760991262,-0.1111111111111111,1.0,1.0,,
RAB5B,4,4,0.9296635788914649,0.9269096086416919,0.0027539702497729746,0.0,1.0,1.0,,
RAB40B,4,4,0.899022531174731,0.879469488489997,0.019553042684734012,0.0,1.0,1.0,,
R3HDM2,3,3,0.9251824817518248,0.8911062906724512,0.03407619107937365,0.1111111111111111,1.0,1.0,,
QSOX1,3,3,0.24024024024024024,0.2,0.04024024024024023,0.1111111111111111,1.0,1.0,,
PTPRN2,3,3,0.9096234309623431,0.9142156862745098,-0.004592255312166671,-0.1111111111111111,1.0,1.0,,
PTPRK,3,3,0.8769470404984424,0.8583525789068515,0.01859446159159095,-0.1111111111111111,1.0,1.0,,
PTN,3,3,0.8693994280266921,0.8920741989881956,-0.0226747709615035,0.1111111111111111,1.0,1.0,,
PTMA,3,3,0.655361596009975,0.6896682824826538,-0.03430668647267876,0.1111111111111111,1.0,1.0,,
PRELID3B,4,4,0.7372751124437781,0.7491785323110625,-0.011903419867284382,0.0,1.0,1.0,,
SLC35E1,3,3,0.7040816326530612,0.6068965517241379,0.0971850809289233,-0.1111111111111111,1.0,1.0,,
SLC2A13,3,3,0.9671361502347418,0.9694458829621958,-0.0023097327274540502,-0.1111111111111111,1.0,1.0,,
PPP6C,4,4,0.6927435144395497,0.6679853047990989,0.024758209640450834,0.0,1.0,1.0,,
PPP2R5E,3,3,0.5882352941176471,0.5346534653465347,0.053581828771112394,0.1111111111111111,1.0,1.0,,
PPP2R2D,3,3,0.2644230769230769,0.25929456625357483,0.0051285106695020954,-0.1111111111111111,1.0,1.0,,
PPP2R2A,3,3,0.28709055876685935,0.2789317507418398,0.00815880802501956,-0.1111111111111111,1.0,1.0,,
PPM1A,4,4,0.7350183634377623,0.7996830736237699,-0.06466471018600761,0.0,1.0,1.0,,
POLR1D,4,4,0.5199204473544872,0.5030762752478288,0.01684417210665834,0.0,1.0,1.0,,
PNPT1,3,3,0.5612244897959183,0.39002932551319647,0.17119516428272186,0.1111111111111111,1.0,1.0,,
PLXDC2,3,3,0.47058823529411764,0.577639751552795,-0.10705151625867737,-0.1111111111111111,1.0,1.0,,
PLP1,3,3,0.9399779182977015,0.947386588425846,-0.007408670128144501,0.1111111111111111,1.0,1.0,,
PLA2G12A,3,3,0.5211267605633803,0.6029411764705882,-0.08181441590720795,-0.1111111111111111,1.0,1.0,,
PITPNA,4,4,0.6845743758668517,0.7539837569613832,-0.06940938109453154,0.0,1.0,1.0,,
PIN4,3,3,0.16,0.15960374243258119,0.00039625756741881735,0.1111111111111111,1.0,1.0,,
SNHG16,3,3,0.5135135135135135,0.5118733509234829,0.001640162590030636,0.1111111111111111,1.0,1.0,,
SMARCE1,3,3,0.7262569832402235,0.7296248382923674,-0.0033678550521438755,0.1111111111111111,1.0,1.0,,
SMAP1,3,3,0.9525691699604744,0.957166392092257,-0.004597222131782597,0.1111111111111111,1.0,1.0,,
SMAD2,3,3,0.25142857142857145,0.30060120240480964,-0.049172630976238196,-0.1111111111111111,1.0,1.0,,
PCSK2,4,4,0.7281811085089773,0.743525995150668,-0.015344886641690647,0.0,1.0,1.0,,
PCLO,4,4,0.6119534618536864,0.5678743882016819,0.044079073652004475,0.0,1.0,1.0,,
PCDHAC2,4,4,0.6029411764705883,0.6189297818070039,-0.01598860533641555,0.0,1.0,1.0,,
PCDH7,4,4,0.9052613610981379,0.9076033675954842,-0.002342006497346283,0.0,1.0,1.0,,
PARVA,3,3,0.4631578947368421,0.4303030303030303,0.0328548644338118,0.1111111111111111,1.0,1.0,,
PABPN1,3,3,0.7314285714285714,0.6225820962663068,0.10884647516226464,-0.1111111111111111,1.0,1.0,,
OTUD6B-AS1,3,3,0.19718309859154928,0.25480622520598106,-0.05762312661443178,0.1111111111111111,1.0,1.0,,
OSBPL8,3,3,0.8521739130434782,0.8885448916408669,-0.03637097859738869,-0.1111111111111111,1.0,1.0,,
OGT,3,3,0.9237668161434978,0.9071908434934063,0.016575972650091475,0.1111111111111111,1.0,1.0,,
OGFRL1,3,3,0.8439821693907875,0.8097886540600667,0.03419351533072079,-0.1111111111111111,1.0,1.0,,
NUFIP2,4,4,0.8430418923400023,0.8642123563078179,-0.021170463967815634,0.0,1.0,1.0,,
NUB1,3,3,0.8043478260869565,0.7626359564939219,0.041711869593034634,0.1111111111111111,1.0,1.0,,
NTM,3,3,0.9653333333333334,0.924726831242412,0.040606502090921426,0.1111111111111111,1.0,1.0,,
SPATA7,3,3,0.6556016597510373,0.6991269308260577,-0.043525271075020355,0.1111111111111111,1.0,1.0,,
SPARCL1,4,4,0.6383685800928688,0.6023334086035161,0.036035171489352646,0.0,1.0,1.0,,
SORBS1,3,3,0.962874251497006,0.958041958041958,0.004832293455047987,0.1111111111111111,1.0,1.0,,
NRG3,4,4,0.785289452815226,0.7881051611484016,-0.0028157083331755706,0.0,1.0,1.0,,
NPM1,4,4,0.6780604262144292,0.6826649419230961,-0.004604515708666934,0.0,1.0,1.0,,
NPEPPS,3,3,0.514745308310992,0.032017075773746,0.48272823253724595,0.1111111111111111,1.0,1.0,,
NLK,4,4,0.9455949147342507,0.9462219316972953,-0.0006270169630445688,0.0,1.0,1.0,,
NLGN1,3,3,0.5769230769230769,0.35443037974683544,0.22249269717624143,0.1111111111111111,1.0,1.0,,
NKAIN3,3,3,0.8181818181818182,0.7672955974842768,0.05088622069754145,0.1111111111111111,1.0,1.0,,
NGRN,3,3,0.9266553480475382,0.9340280626897514,-0.0073727146422131185,-0.1111111111111111,1.0,1.0,,
NFYB,3,3,0.5029585798816568,0.4492753623188406,0.05368321756281624,-0.1111111111111111,1.0,1.0,,
NFIX,3,3,0.758576874205845,0.7925816023738872,-0.03400472816804223,0.1111111111111111,1.0,1.0,,
NFIB,3,3,0.9310344827586207,0.9621934604904632,-0.031158977731842508,-0.1111111111111111,1.0,1.0,,
NFASC,3,3,0.9614643545279383,0.963265306122449,-0.001800951594510658,-0.1111111111111111,1.0,1.0,,
NF1,4,4,0.9031590447467225,0.9208155140306942,-0.017656469283971687,0.0,1.0,1.0,,
NEMF,3,3,0.2638146167557932,0.4015567765567766,-0.13774215980098337,-0.1111111111111111,1.0,1.0,,
SRSF11,4,4,0.8068209808219349,0.8008156752429778,0.006005305578957065,0.0,1.0,1.0,,
SPTSSA,3,3,0.3659574468085106,0.36612789880534086,-0.00017045199683024537,-0.1111111111111111,1.0,1.0,,
SPRED1,3,3,0.6682027649769585,0.6727009413468501,-0.004498176369891582,0.1111111111111111,1.0,1.0,,
SPOCK1,3,3,0.9769563130100816,0.9790949759119064,-0.0021386629018248504,-0.1111111111111111,1.0,1.0,,
NEDD4L,3,3,0.896969696969697,0.885577734045544,0.01139196292415301,0.1111111111111111,1.0,1.0,,
NDUFV3,3,3,0.8801652892561983,0.1492769744160178,0.7308883148401805,0.1111111111111111,1.0,1.0,,
NDUFB5,3,3,0.19538572458543618,0.2229965156794425,-0.027610791094006326,-0.1111111111111111,1.0,1.0,,
NCOA7,3,3,0.7885425442291492,0.829051906779661,-0.04050936255051185,0.1111111111111111,1.0,1.0,,
MRPS17,3,3,0.4036144578313253,0.367170626349892,0.03644383148143332,0.1111111111111111,1.0,1.0,,
MRPL50,3,3,0.4152542372881356,0.48470588235294115,-0.06945164506480556,-0.1111111111111111,1.0,1.0,,
MRPL35,3,3,0.7594594594594595,0.752185089974293,0.007274369485166465,-0.1111111111111111,1.0,1.0,,
MRAS,3,3,0.8241206030150754,0.8224066390041493,0.00171396401092605,0.1111111111111111,1.0,1.0,,
MPRIP,4,4,0.3594187798733253,0.5657519008321171,-0.2063331209587918,0.0,1.0,1.0,,
MOB4,3,3,0.7218430034129693,0.726063829787234,-0.004220826374264797,-0.1111111111111111,1.0,1.0,,
MNAT1,4,4,0.4907291814441765,0.4815152836436799,0.009213897800496584,0.0,1.0,1.0,,
STK39,3,3,0.8861386138613861,0.8116100766703176,0.07452853719106856,0.1111111111111111,1.0,1.0,,
STAU2,4,4,0.5745832507853847,0.5473493850581601,0.027233865727224638,0.0,1.0,1.0,,
ST8SIA1,3,3,0.5963302752293578,0.565377532228361,0.03095274300099682,-0.1111111111111111,1.0,1.0,,
SSX2IP,3,3,0.8022727272727272,0.8092672413793104,-0.0069945141065831384,0.1111111111111111,1.0,1.0,,
SRSF7,3,3,0.5,0.5492679066086268,-0.04926790660862679,-0.1111111111111111,1.0,1.0,,
MINDY2,4,4,0.8673332520424338,0.8683143295185394,-0.0009810774761055407,0.0,1.0,1.0,,
MGLL,3,3,0.6952054794520548,0.714419695193435,-0.01921421574138016,-0.1111111111111111,1.0,1.0,,
MEIS3,3,3,0.912621359223301,0.9084821428571429,0.004139216366158105,0.1111111111111111,1.0,1.0,,
MDGA2,3,3,0.6779661016949152,0.6713286713286714,0.006637430366243868,-0.1111111111111111,1.0,1.0,,
MBOAT2,3,3,0.6741935483870968,0.7248520710059172,-0.05065852261882042,-0.1111111111111111,1.0,1.0,,
MATR3,4,4,0.7757676104013098,0.7531993697083981,0.022568240692911745,0.0,1.0,1.0,,
MAPT,4,4,0.749229342086485,0.6240376446879916,0.12519169739849334,0.0,1.0,1.0,,
MAP3K13,3,3,0.1806020066889632,0.22509225092250923,-0.04449024423354603,-0.1111111111111111,1.0,1.0,,
MAP2,4,4,0.8011446389111567,0.750924590883453,0.050220048027703745,0.0,1.0,1.0,,
MAN1A2,4,4,0.409836634317348,0.38780375650926036,0.02203287780808766,0.0,1.0,1.0,,
LRRFIP1,3,3,0.7866666666666666,0.6993006993006993,0.08736596736596736,-0.1111111111111111,1.0,1.0,,
LRRC14,3,3,0.3053097345132743,0.3589990375360924,-0.0536893030228181,-0.1111111111111111,1.0,1.0,,
LNPK,3,3,0.8983050847457628,0.7869565217391304,0.11134856300663232,-0.1111111111111111,1.0,1.0,,
SVOP,3,3,0.3037974683544304,0.30976,-0.005962531645569591,0.1111111111111111,1.0,1.0,,
SVIP,3,3,0.3684992570579495,0.37589376915219613,-0.00739451209424663,0.1111111111111111,1.0,1.0,,
SURF4,3,3,0.8213256484149856,0.8415335463258786,-0.020207897910893058,-0.1111111111111111,1.0,1.0,,
LINGO1,4,4,0.5997725392886684,0.5759076279553329,0.02386491133333546,0.0,1.0,1.0,,
LINC00632,4,4,0.61303768569557,0.3954463067620334,0.21759137893353664,0.0,1.0,1.0,,
LGI4,4,4,0.8272174519771598,0.7758420063905266,0.051375445586633206,0.0,1.0,1.0,,
LARS1,4,4,0.48065986542218364,0.5476216279040547,-0.06696176248187102,0.0,1.0,1.0,,
KMT5B,3,3,0.8392857142857143,0.859504132231405,-0.02021841794569068,-0.1111111111111111,1.0,1.0,,
KLHL5,3,3,0.3956043956043956,0.413751507840772,-0.01814711223637644,0.1111111111111111,1.0,1.0,,
KIF5B,3,3,0.648854961832061,0.5912657290895633,0.05758923274249772,0.1111111111111111,1.0,1.0,,
KIAA1549L,4,4,0.8920057877426946,0.8894200259334479,0.002585761809246634,0.0,1.0,1.0,,
KHDRBS3,3,3,0.9452380952380952,0.21938936103242052,0.7258487342056748,0.1111111111111111,1.0,1.0,,
KDSR,3,3,0.30952380952380953,0.2855093256814921,0.024014483842317413,0.1111111111111111,1.0,1.0,,
KCNJ3,3,3,0.8783694937541091,0.8689717925386715,0.009397701215437593,0.1111111111111111,1.0,1.0,,
KCNJ10,4,4,0.3465717961426116,0.3639268448050424,-0.017355048662430816,0.0,1.0,1.0,,
KCMF1,4,4,0.43794776163442584,0.4336019855354808,0.004345776098945042,0.0,1.0,1.0,,
JMJD1C,3,3,0.8300653594771242,0.788546255506608,0.04151910397051628,0.1111111111111111,1.0,1.0,,
ITSN2,3,3,0.5067024128686327,0.3163841807909605,0.19031823207767223,-0.1111111111111111,1.0,1.0,,
ITPRID2,3,3,0.8980716253443526,0.8703703703703703,0.027701254973982237,0.1111111111111111,1.0,1.0,,
IPO5,3,3,0.5542427497314716,0.5878003696857671,-0.033557619954295514,0.1111111111111111,1.0,1.0,,
TAPT1,3,3,0.7974683544303798,0.7279151943462897,0.06955316008409007,0.1111111111111111,1.0,1.0,,
HUWE1,3,3,0.7710280373831776,0.2960777507809788,0.4749502866021988,0.1111111111111111,1.0,1.0,,
HTT,3,3,0.7409470752089137,0.7280240420736288,0.012923033135284867,0.1111111111111111,1.0,1.0,,
HTATSF1,3,3,0.8460905349794239,0.7971044467425026,0.0489860882369213,-0.1111111111111111,1.0,1.0,,
HSPD1,3,3,0.91328125,0.9358839604792937,-0.02260271047929363,0.1111111111111111,1.0,1.0,,
HSPA8,4,4,0.9565132219201986,0.9638474057911398,-0.007334183870941202,0.0,1.0,1.0,,
HOOK3,3,3,0.6866059817945384,0.7063516416078551,-0.019745659813316774,-0.1111111111111111,1.0,1.0,,
HNRNPK,4,4,0.6542961722538136,0.6163894384513647,0.03790673380244891,0.0,1.0,1.0,,
HNRNPH3,3,3,0.7395048439181916,0.7164821648216482,0.02302267909654343,0.1111111111111111,1.0,1.0,,
HMOX2,3,3,0.372,0.7810945273631841,-0.4090945273631841,-0.1111111111111111,1.0,1.0,,
TLE1,3,3,0.6483516483516484,0.5870178739416745,0.061333774409973896,-0.1111111111111111,1.0,1.0,,
TIMM10B,3,3,0.7040816326530612,0.6596931659693166,0.04438846668374463,0.1111111111111111,1.0,1.0,,
TIA1,3,3,0.7117903930131004,0.7299771167048055,-0.018186723691705042,0.1111111111111111,1.0,1.0,,
THRB,4,4,0.9039245507855374,0.9176943972104032,-0.013769846424865895,0.0,1.0,1.0,,
THOC2,3,3,0.8677685950413223,0.8737997256515775,-0.006031130610255175,-0.1111111111111111,1.0,1.0,,
HIGD1A,3,3,0.8493852459016393,0.9118879689256875,-0.06250272302404813,-0.1111111111111111,1.0,1.0,,
HIF3A,3,3,0.7428571428571429,0.6431273644388399,0.099729778418303,0.1111111111111111,1.0,1.0,,
HECW2,3,3,0.6336633663366337,0.5842105263157895,0.04945284002084416,0.1111111111111111,1.0,1.0,,
HDLBP,4,4,0.611180051964168,0.6557561199895567,-0.044576068025388715,0.0,1.0,1.0,,
HDAC4,3,3,0.49696969696969695,0.5224171539961013,-0.025447457026404385,-0.1111111111111111,1.0,1.0,,
HCN1,3,3,0.7167630057803468,0.7348956426217502,-0.018132636841403427,-0.1111111111111111,1.0,1.0,,
GUCY1B1,3,3,0.9743164871582436,0.9696746650964227,0.004641822061820844,0.1111111111111111,1.0,1.0,,
GPRASP3,3,3,0.5208333333333334,0.5411298315163529,-0.020296498183019485,0.1111111111111111,1.0,1.0,,
GPR85,3,3,0.275,0.23267326732673269,0.04232673267326734,0.1111111111111111,1.0,1.0,,
GPHN,3,3,0.9253731343283582,0.9255813953488372,-0.00020826102047899475,0.1111111111111111,1.0,1.0,,
GPATCH2L,3,3,0.8518518518518519,0.8419512195121951,0.009900632339656767,0.1111111111111111,1.0,1.0,,
GNL1,4,4,0.5206352699530516,0.5970622159901462,-0.07642694603709455,0.0,1.0,1.0,,
TMEM14B,4,4,0.11433182181915177,0.10345848061049362,0.010873341208658155,0.0,1.0,1.0,,
TMEM132B,3,3,0.7952898550724637,0.5387155963302752,0.25657425874218853,0.1111111111111111,1.0,1.0,,
TMEM127,4,4,0.6207503715705047,0.5166325981119426,0.1041177734585621,0.0,1.0,1.0,,
TMEM108,3,3,0.82,0.8571428571428571,-0.037142857142857144,-0.1111111111111111,1.0,1.0,,
GNAQ,4,4,0.5829241816554322,0.5944242884660706,-0.0115001068106384,0.0,1.0,1.0,,
GABRG2,3,3,0.7843843843843844,0.8016126789934659,-0.017228294609081485,0.1111111111111111,1.0,1.0,,
GABRG1,3,3,0.8095238095238095,0.9045801526717557,-0.0950563431479462,-0.1111111111111111,1.0,1.0,,
GABARAPL1,3,3,0.9351585014409222,0.9390708301599391,-0.003912328719016922,0.1111111111111111,1.0,1.0,,
FTX,3,3,0.5880149812734082,0.5875370919881305,0.00047788928527769947,0.1111111111111111,1.0,1.0,,
FTL,3,3,0.8852092503318661,0.9194258616309594,-0.03421661129909326,-0.1111111111111111,1.0,1.0,,
FRMD4A,3,3,0.6268221574344023,0.60828025477707,0.018541902657332243,0.1111111111111111,1.0,1.0,,
FRA10AC1,3,3,0.5741758241758241,0.6166726042037762,-0.0424967800279521,0.1111111111111111,1.0,1.0,,
FOXK2,3,3,0.6370967741935484,0.4864864864864865,0.15061028770706186,0.1111111111111111,1.0,1.0,,
FDFT1,4,4,0.9227809122655866,0.9524869216461288,-0.029706009380542242,0.0,1.0,1.0,,
FBXO9,3,3,0.8145695364238411,0.7461024498886414,0.06846708653519973,0.1111111111111111,1.0,1.0,,
FBXO44,3,3,0.10352941176470588,0.10869565217391304,-0.005166240409207157,-0.1111111111111111,1.0,1.0,,
FAR1,4,4,0.8125380501851089,0.7537889385256381,0.05874911165947083,0.0,1.0,1.0,,
FAM217B,3,3,0.8337182448036952,0.7451772095109914,0.08854103529270374,-0.1111111111111111,1.0,1.0,,
FAHD1,3,3,0.5864978902953587,0.5936395759717314,-0.007141685676372744,0.1111111111111111,1.0,1.0,,
FAAP20,3,3,0.2483221476510067,0.2433405327573794,0.004981614893627306,-0.1111111111111111,1.0,1.0,,
TRAPPC10,3,3,0.502262443438914,0.5234899328859061,-0.021227489446992043,-0.1111111111111111,1.0,1.0,,
EPS15,4,4,0.9009837954304012,0.9058320807920202,-0.004848285361618965,0.0,1.0,1.0,,
EPG5,3,3,0.6607142857142857,0.6632503660322109,-0.0025360803179251823,0.1111111111111111,1.0,1.0,,
EPB41L3,4,4,0.9553679840194274,0.9504256048116164,0.004942379207810932,0.0,1.0,1.0,,
EPB41L1,4,4,0.7743255263978446,0.7833741353531702,-0.009048608955325665,0.0,1.0,1.0,,
ENSG00000284707,3,3,0.5411764705882353,0.5969387755102041,-0.055762304921968875,0.1111111111111111,1.0,1.0,,
ENSG00000250135,3,3,0.8775510204081632,0.8599195710455764,0.01763144936258687,0.1111111111111111,1.0,1.0,,
TTC33,4,4,0.7278058228736141,0.611127744510978,0.1166780783626361,0.0,1.0,1.0,,
TTBK1,3,3,0.6060606060606061,0.6382978723404256,-0.03223726627981949,-0.1111111111111111,1.0,1.0,,
TSPAN5,3,3,0.9656488549618321,0.961369461735628,0.004279393226204076,0.1111111111111111,1.0,1.0,,
TRIO,4,4,0.7620475470660987,0.7861927019950585,-0.024145154928959855,0.0,1.0,1.0,,
TRIM69,3,3,0.6065573770491803,0.6149691358024691,-0.008411758753288812,-0.1111111111111111,1.0,1.0,,
ELP2,3,3,0.5299145299145299,0.6295103092783505,-0.09959577936382058,0.1111111111111111,1.0,1.0,,
ELOC,3,3,0.14030384271671134,0.13113229481515926,0.009171547901552085,0.1111111111111111,1.0,1.0,,
ELAVL4,3,3,0.4721283783783784,0.41814780168381666,0.053980576694561744,0.1111111111111111,1.0,1.0,,
EIF4EBP2,3,3,0.7161125319693095,0.7270294380017841,-0.010916906032474638,0.1111111111111111,1.0,1.0,,
EIF4E,3,3,0.9090909090909091,0.4868469803630974,0.42224392872781163,-0.1111111111111111,1.0,1.0,,
EIF4A2,3,3,0.9593357740585774,0.9325216792051916,0.026814094853385817,0.1111111111111111,1.0,1.0,,
EIF3M,3,3,0.23679727427597955,0.22691846522781775,0.009878809048161796,0.1111111111111111,1.0,1.0,,
EIF3A,4,4,0.7934825507528451,0.7471795421334633,0.04630300861938186,0.0,1.0,1.0,,
EIF2B5,3,3,0.8939393939393939,0.9118942731277533,-0.017954879188359363,0.1111111111111111,1.0,1.0,,
EEF1B2,3,3,0.6936752136752137,0.7389465590157631,-0.04527134534054944,-0.1111111111111111,1.0,1.0,,
DZIP1,3,3,0.7848101265822784,0.7723926380368098,0.012417488545468647,-0.1111111111111111,1.0,1.0,,
DYNC1I2,3,3,0.6373429084380611,0.7376497005988024,-0.10030679216074134,-0.1111111111111111,1.0,1.0,,
DOK6,4,4,0.8031726964386658,0.8006548206646923,0.0025178757739735547,0.0,1.0,1.0,,
DNM1L,4,4,0.864566893964208,0.840142829275563,0.024424064688644997,0.0,1.0,1.0,,
UBE2I,3,3,0.3964968152866242,0.3654654654654655,0.031031349821158738,0.1111111111111111,1.0,1.0,,
UBE2G1,3,3,0.6181818181818182,0.6424517593643587,-0.024269941182540555,0.1111111111111111,1.0,1.0,,
UBE2D4,3,3,0.66,0.5297029702970297,0.1302970297029703,-0.1111111111111111,1.0,1.0,,
UBE2D2,4,4,0.804486036838978,0.5414803119495141,0.26300572488946394,0.0,1.0,1.0,,
UBC,4,4,0.7537125314150246,0.7357743438177056,0.017938187597319022,0.0,1.0,1.0,,
UBA5,3,3,0.4230769230769231,0.4189189189189189,0.004158004158004158,0.1111111111111111,1.0,1.0,,
TUSC2,3,3,0.7357723577235772,0.6322271638727335,0.10354519385084371,-0.1111111111111111,1.0,1.0,,
DLGAP1,3,3,0.9477699530516432,0.9616204690831557,-0.013850516031512439,0.1111111111111111,1.0,1.0,,
DHX30,3,3,0.9081967213114754,0.8761186999528968,0.03207802135857862,0.1111111111111111,1.0,1.0,,
DGKG,3,3,0.7753623188405797,0.8312820512820512,-0.055919732441471526,0.1111111111111111,1.0,1.0,,
DFFA,3,3,0.8333333333333334,0.83115338882283,0.0021799445105034065,0.1111111111111111,1.0,1.0,,
DEF8,3,3,0.655367231638418,0.6500553709856035,0.005311860652814526,0.1111111111111111,1.0,1.0,,
CWC15,3,3,0.3311546840958606,0.5540039275583679,-0.22284924346250734,0.1111111111111111,1.0,1.0,,
CSNK1E,3,3,0.9074446680080482,0.9440327114745719,-0.03658804346652367,-0.1111111111111111,1.0,1.0,,
CRTC1,3,3,0.7288135593220338,0.7028571428571428,0.025956416464890997,-0.1111111111111111,1.0,1.0,,
CREBBP,3,3,0.3055555555555556,0.34069400630914826,-0.035138450753592676,0.1111111111111111,1.0,1.0,,
CPEB1,3,3,0.6086956521739131,0.6319444444444444,-0.023248792270531338,0.1111111111111111,1.0,1.0,,
COX5A,3,3,0.09720176730486009,0.09316403366307396,0.004037733641786126,0.1111111111111111,1.0,1.0,,
UBXN4,4,4,0.6109338159994284,0.6681231973468089,-0.0571893813473805,0.0,1.0,1.0,,
UBE2K,4,4,0.7904804840540441,0.8118766106192203,-0.0213961265651762,0.0,1.0,1.0,,
COPB2,4,4,0.44268926733513714,0.4296928543729275,0.012996412962209658,0.0,1.0,1.0,,
COA5,3,3,0.38349514563106796,0.36245954692556637,0.02103559870550159,0.1111111111111111,1.0,1.0,,
CNTN1,4,4,0.9096820019180267,0.8888679983177676,0.02081400360025909,0.0,1.0,1.0,,
CNN3,3,3,0.942998760842627,0.9634655532359081,-0.020466792393281086,-0.1111111111111111,1.0,1.0,,
CNKSR2,4,4,0.780541802428236,0.7890521214834605,-0.00851031905522448,0.0,1.0,1.0,,
CMPK1,3,3,0.9764453961456103,0.9724321012865019,0.004013294859108396,-0.1111111111111111,1.0,1.0,,
CLCN4,3,3,0.84,0.8831683168316832,-0.04316831683168321,-0.1111111111111111,1.0,1.0,,
CHRNA4,3,3,0.40594059405940597,0.3194444444444444,0.08649614961496155,-0.1111111111111111,1.0,1.0,,
CHMP2B,3,3,0.7303370786516854,0.6605839416058394,0.06975313704584596,0.1111111111111111,1.0,1.0,,
CHD2,4,4,0.7190326731129133,0.7112151167876826,0.007817556325230735,0.0,1.0,1.0,,
CFAP36,3,3,0.8908296943231441,0.9129965457685665,-0.02216685144542241,0.1111111111111111,1.0,1.0,,
CELF4,4,4,0.6106572269652095,0.6528865633540892,-0.04222933638887971,0.0,1.0,1.0,,
CDK13,3,3,0.6426799007444168,0.6011097410604193,0.041570159683997576,0.1111111111111111,1.0,1.0,,
CD47,4,4,0.8256935127590086,0.813594491366552,0.012099021392456555,0.0,1.0,1.0,,
USP9X,3,3,0.24731182795698925,0.44082654978083907,-0.19351472182384982,-0.1111111111111111,1.0,1.0,,
USP7,4,4,0.7380756930549142,0.7162517780938833,0.021823914961030866,0.0,1.0,1.0,,
USP34,3,3,0.8302752293577982,0.7915420760358821,0.03873315332191607,0.1111111111111111,1.0,1.0,,
USP14,3,3,0.6122448979591837,0.6237138657520823,-0.011468967792898632,-0.1111111111111111,1.0,1.0,,
CCDC91,4,4,0.6879816745287597,0.6436537238120612,0.04432795071669848,0.0,1.0,1.0,,
CCDC34,3,3,0.48286604361370716,0.5004233700254022,-0.017557326411694996,0.1111111111111111,1.0,1.0,,
CAPRIN1,3,3,0.3965714285714286,0.459954233409611,-0.06338280483818243,0.1111111111111111,1.0,1.0,,
CAMTA1,4,4,0.8404552576423154,0.8250787686423429,0.01537648899997257,0.0,1.0,1.0,,
CALY,3,3,0.09447983014861996,0.8693189480782199,-0.7748391179295999,-0.1111111111111111,1.0,1.0,,
CACNA1E,3,3,0.6545064377682404,0.6927029804727647,-0.03819654270452433,0.1111111111111111,1.0,1.0,,
C6orf89,3,3,0.8721461187214612,0.872093023255814,5.309546564724599e-05,0.1111111111111111,1.0,1.0,,
C2orf49,3,3,0.640625,0.6352941176470588,0.005330882352941213,0.1111111111111111,1.0,1.0,,
WLS,3,3,0.07932011331444759,0.07705363204344874,0.002266481270998849,0.1111111111111111,1.0,1.0,,
WIPI2,3,3,0.21480582524271843,0.22095238095238096,-0.006146555709662521,-0.1111111111111111,1.0,1.0,,
WDR48,3,3,0.8807339449541285,0.861764705882353,0.0189692390717755,0.1111111111111111,1.0,1.0,,
WDR37,3,3,0.5213675213675214,0.7691197691197691,-0.2477522477522477,-0.1111111111111111,1.0,1.0,,
WBP4,3,3,0.5793650793650794,0.5872340425531914,-0.007868963188112033,-0.1111111111111111,1.0,1.0,,
VXN,3,3,0.9108910891089109,0.9042494481236203,0.006641640985290631,-0.1111111111111111,1.0,1.0,,
VTI1B,3,3,0.6211312700106724,0.34861766689143625,0.2725136031192361,-0.1111111111111111,1.0,1.0,,
VPS35,3,3,0.1056701030927835,0.08662435354960038,0.019045749543183124,0.1111111111111111,1.0,1.0,,
BRSK2,3,3,0.5118483412322274,0.5285714285714286,-0.016723087339201137,-0.1111111111111111,1.0,1.0,,
BNIP3,3,3,0.9419889502762431,0.9560732704961764,-0.014084320219933333,-0.1111111111111111,1.0,1.0,,
BCAS1,4,4,0.6596449390567037,0.6463143189923761,0.013330620064327614,0.0,1.0,1.0,,
BAALC,4,4,0.5801836513069578,0.5857208616783445,-0.005537210371386658,0.0,1.0,1.0,,
ATXN7L3B,3,3,0.9327485380116959,0.9179986101459346,0.014749927865761236,0.1111111111111111,1.0,1.0,,
ATRNL1,4,4,0.7005006305652157,0.7905183605938321,-0.09001773002861635,0.0,1.0,1.0,,
ATP8A1,3,3,0.9605839416058394,0.9509727626459143,0.009611178959925026,0.1111111111111111,1.0,1.0,,
ASAP1,3,3,0.8571428571428571,0.8507795100222717,0.006363347120585394,-0.1111111111111111,1.0,1.0,,
