gene,SRR24710558,SRR24710556,SRR24710554,SRR24710705,SRR24710703,SRR24710564,SRR24710562,SRR24710560
BASP1,0.9560626979615041,,,,0.9484621320692316,0.9906877743780763,,0.9556046112337503
BASP1-AS1,,0.5,,,,,,
BAZ1A,,0.717948717948718,,0.44680851063829785,,0.32558139534883723,,
BAZ1B,0.8907216494845361,0.5202492211838006,0.6745098039215687,0.9320987654320988,0.8429752066115702,0.6733333333333333,,
BAZ2A,,0.8850574712643678,0.8995215311004785,0.9319727891156463,,0.8774509803921569,,
BAZ2B,0.45901639344262296,0.7429906542056075,0.8974358974358975,0.42786069651741293,0.929444967074318,0.5425531914893617,0.8688946015424165,
BBIP1,0.3916167664670659,,,,0.489337822671156,,,0.47904191616766467
BBLN,,,,0.9720790378006873,0.96875,,0.9617434075693401,
BBOF1,0.34418604651162793,,,,0.5967213114754099,,,
BBS12,,,,,0.4606741573033708,,,
BBS2,0.13925925925925925,0.23232323232323232,0.13962264150943396,0.11753731343283583,0.16725521669341895,0.129973474801061,0.11308805790108564,0.06722689075630252
BBS7,0.7518463810930576,,0.8707865168539326,,0.8921095008051529,,,
BBX,,0.5512820512820513,,0.7836734693877551,0.965675057208238,0.6875,,0.717948717948718
BCAN,0.7820392890551918,,0.8453738910012675,0.7640807651434643,0.8166708637622765,0.8069381598793364,0.787662503186337,
BCAP29,0.7147746719908727,0.6305732484076433,0.648014440433213,0.3120759837177748,0.7990242071683242,0.5668073136427567,0.3138144329896907,0.292817679558011
BCAP31,0.9619577308120133,0.960546282245827,,,0.9910335063709297,0.9640768588137009,,
BCAR1,,0.9045553145336226,,,,,,
BCAS1,0.40893470790378006,0.826797385620915,0.9227994227994228,0.4924924924924925,0.8519105476316253,0.41995073891625617,0.44071809035312687,0.8649214659685864
BCAS3,,0.7579617834394905,,0.8863636363636364,0.7817919075144508,0.9457013574660633,0.8833138856476079,
BCAT1,0.7584745762711864,,,,0.21262886597938144,0.8769230769230769,0.10536044362292052,0.4794520547945205
BCCIP,0.6666666666666666,0.6833333333333333,,0.38095238095238093,0.5451263537906137,0.2660098522167488,0.24868421052631579,0.6527777777777778
BCKDHB,,0.5360824742268041,,0.912751677852349,,,,
BCL11A,0.9582651391162029,,,0.9197707736389685,,0.907070707070707,,
BCL11B,,,,0.585635359116022,,,,
BCL2L13,,0.3382352941176471,,,,0.11320754716981132,,
BCL6,,0.6557377049180327,,0.8415584415584415,0.8863074641621355,,,0.6909620991253644
BCLAF1,0.8446969696969697,,,0.8073770491803278,0.6426116838487973,0.7336621454993835,0.7204081632653061,
BCLAF3,0.4716981132075472,,,0.3,0.6811224489795918,0.6774193548387096,0.5406976744186046,
BCO2,,,,,0.14035087719298245,,,
BCR,0.34515119916579773,0.40816326530612246,0.3506849315068493,,0.21462450592885376,,,0.29683698296836986
BDH1,0.33966745843230406,,0.20987654320987653,0.2886178861788618,0.24739583333333334,0.9269406392694064,0.274,0.33980582524271846
BDH2,0.2,0.19889502762430938,0.22123893805309736,0.2743362831858407,0.05680317040951123,,,
BDNF,,,,,0.24516129032258063,,,
BDNF-AS,,,,,0.23529411764705882,,,
BDP1,0.4644030668127054,0.5192307692307693,0.6253869969040248,0.24701873935264054,0.5426573426573427,0.1744186046511628,0.774685816876122,0.8552631578947368
BECN1,0.969626168224299,,,,,,,
BEND5,0.5351170568561873,,,,,0.9318181818181818,,
BEND6,0.9053367217280813,0.5869565217391305,,0.6818181818181818,0.8824537354352296,0.7485822306238186,0.6744014732965009,
BEST1,,0.7712418300653595,,,0.7633262260127932,,,0.5254237288135594
BET1,,,,,0.9034175334323923,,,
BET1L,0.8240469208211144,,,0.2206896551724138,0.8972868217054264,0.2289156626506024,0.9077568134171907,
BEX3,0.9158025715470759,0.9193442622950819,,,,,,
BFAR,,,,,0.9445114595898673,0.8482758620689655,,
BHLHE40,,,0.9533333333333334,,,0.9735576923076923,,
BHLHE41,,0.9675456389452333,,,,0.9415204678362573,,
BICD1,0.9359823399558499,0.7010309278350515,,,0.9450809956538917,,0.9064748201438849,
BICRA,,0.7681159420289855,,,,,,
BICRAL,,,,,0.945054945054945,,0.8167420814479638,
BID,,,,0.22857142857142856,,0.1984732824427481,,
BIN1,,,,,,0.9831683168316832,,
BIRC2,,0.7602739726027398,,,,,0.9572225666460012,
BIRC3,,,0.5128205128205128,,,,,
BIRC6,,0.7322834645669292,,0.844106463878327,0.9528508771929824,0.9384615384615385,0.7842003853564548,0.6212121212121212
BIVM,,,,0.8963414634146342,,0.8951048951048951,0.8836833602584814,
BLCAP,,,,,,,0.004368658399098084,
BLOC1S1,,,,,,0.6036866359447005,,
BLOC1S2,0.9365830572645528,,,,,,,
BLOC1S6,0.9382716049382716,,0.8968481375358166,,,0.8103727714748784,0.9446704637917006,
BLTP1,,0.9451476793248945,0.9646739130434783,0.9575221238938053,0.9456752655538695,0.9530685920577617,,0.8883495145631068
BLTP2,,,,,,,0.9811746987951807,
BLTP3B,0.3524504692387904,0.2549019607843137,0.36318407960199006,0.958904109589041,,0.3655913978494624,0.9177718832891246,0.25
BLZF1,,,,0.8959537572254336,,,,
BMAL2,,,,0.7894736842105263,0.6504297994269341,0.6119402985074627,,
BMERB1,,,,,,0.9195849546044098,0.9677976557680444,0.9501216545012166
BMI1,,,,,0.9677022454629345,,,
BMP2K,0.6777251184834123,,0.9026548672566371,,0.7795389048991355,0.6705882352941176,,
BMP7,0.5805860805860806,0.5974025974025974,,0.6398104265402843,0.6909090909090909,0.5875706214689266,,0.6053811659192825
BMP8A,0.7166666666666667,,,,,,,
BMPER,,,,0.7456896551724138,,,,
BMPR1A,,0.2826086956521739,,,0.20169851380042464,,,0.4305555555555556
BMPR2,0.974782209995415,,0.9330985915492958,0.9142857142857143,,0.8051181102362205,,
BMS1,0.9079754601226994,,,0.9239766081871345,,0.8734177215189873,,
BNIP3,0.9560732704961764,0.9419889502762431,0.9043659043659044,0.9625884732052579,0.969923918212078,0.939297124600639,,0.9683406113537117
BNIP3L,0.7560723514211887,0.9250513347022588,0.9781931464174455,0.7346128391793514,0.9890350877192983,0.9830960854092526,0.9823924487202759,
BOD1L1,0.7737430167597765,0.7419354838709677,0.5611510791366906,,0.7833668678739101,0.5290178571428571,0.8903456495828367,0.41284403669724773
BOLA2,,,,,0.21442006269592476,,,
BOLA3-DT,,,,0.48148148148148145,0.7702479338842976,,,
BORCS5,,,0.2597402597402597,0.648936170212766,0.528158295281583,,0.158311345646438,
BORCS7,0.48811787072243346,,0.1417624521072797,0.5330882352941176,0.5616636528028933,,,
BORCS8,0.04334121355397951,0.11578947368421053,,,0.9607013301088271,0.956,,
BPNT1,0.8532608695652174,,,0.6260162601626016,0.7727272727272727,,0.7188081936685289,
BPNT2,0.8876811594202898,0.8086124401913876,0.8396039603960396,0.7904761904761904,0.8134504176483187,0.6806083650190115,,0.746268656716418
BPTF,0.9089974293059125,0.6197183098591549,,0.3991228070175439,0.8989095195991748,0.41338582677165353,0.8837209302325582,0.32781456953642385
BRAF,,,0.9017094017094017,,0.9398148148148148,,0.9535175879396985,0.9216867469879518
BRAP,,,0.757396449704142,,0.5591836734693878,,,
BRD2,,,,0.9525423728813559,,,,0.8592814371257484
BRD3,0.9619047619047619,,0.84375,,0.8740831295843521,,0.9526337280522662,0.7878787878787878
BRD3OS,0.24124809741248096,,0.1141732283464567,0.38,0.2842712842712843,0.1793103448275862,0.0777479892761394,0.32751091703056767
BRD4,0.7928286852589641,0.5888324873096447,0.5587188612099644,0.5938189845474614,0.6253216675244467,0.7018181818181818,0.6524614254224834,0.38235294117647056
BRD7,0.29207920792079206,0.7472527472527473,0.1590909090909091,,0.38910724312184164,0.232,0.10426540284360189,
BRD9,,0.39344262295081966,,,,,,0.5846994535519126
BRI3,,,,,,,0.047906316536550746,
BRI3BP,0.82864038616251,,0.8358585858585859,0.9392446633825944,0.9569288389513109,0.8878281622911695,0.8595848595848596,
BRINP1,0.029647435897435896,0.5813953488372093,,0.912639405204461,0.9625237191650854,0.9690721649484536,0.9643452182605798,
BRINP2,,,,0.9558441558441558,,,0.972828723920427,
BRINP3,,,0.8888888888888888,,,,,
BRMS1L,0.8797202797202798,0.46226415094339623,,0.9416666666666667,0.9340804218852999,0.9543726235741445,0.90360435875943,
BROX,,,,0.953168044077135,0.9699556162512804,,,
BRSK1,,,,,,0.9852034525277436,,
BRSK2,0.6079066753078418,0.5628415300546448,0.5285714285714286,0.5118483412322274,0.519159456118665,,0.4418966187329965,0.5024752475247525
BRWD1,0.22122981793198213,0.33962264150943394,0.17087667161961367,0.2234762979683973,0.17691791545515545,0.14965986394557823,0.16325237592397043,0.23958333333333334
BRWD3,,,,0.8333333333333334,,,,
BSCL2,0.9950965049556599,,,0.9860565593087196,,,,
BSN,,,,0.9929622520793346,,,,
BTAF1,0.34563758389261745,0.2459016393442623,,0.9052132701421801,,0.34513274336283184,0.24167561761546724,
BTBD1,,,,,0.9514955537590946,,0.9616490891658677,
BTBD10,,,,0.9787234042553191,0.9571240105540897,0.9215358931552587,,
BTBD3,0.9902755267423015,0.8393782383419689,0.9055374592833876,0.9715639810426541,0.9454496354307318,0.948626045400239,0.9671250537172325,0.9634340222575517
BTBD7,,,,,0.8359240069084629,0.7319587628865979,,
BTBD8,0.6498570314530803,0.6062176165803109,0.8247787610619469,0.8657799274486094,0.934070796460177,0.6412971542025149,0.7778541953232462,0.9427402862985685
BTBD9,,,,0.8167701863354038,0.7050980392156863,,0.4232519652461729,
BTD,0.40669856459330145,0.7222222222222222,,,0.7363896848137536,0.6774193548387096,,
BTF3,0.6883856122078237,,,0.8279124778237729,0.7329678021465236,0.9478193146417445,,
BTF3L4,,0.6379310344827587,,0.11421319796954314,0.6379310344827587,0.15436241610738255,0.2097669256381798,
BTG1,0.7470238095238095,,,,0.8424283765347885,,,
BTG3,0.8745874587458746,,,,,,,
BTRC,0.9527027027027027,,,,0.9192771084337349,,0.9914503816793893,
BUB3,,,,0.9078212290502793,,,,
BUD31,0.8365276211950394,,,0.889261744966443,,,,
BZW1,0.9412761151891587,,0.8984615384615384,0.96875,0.8035019455252919,0.8836206896551724,0.9815803523758676,
BZW2,,,,0.8480392156862745,,,,
C10orf88,,,,0.32323232323232326,0.1402439024390244,,0.25328330206378985,
C10orf90,,0.43564356435643564,0.7375,,0.7654784240150094,,,
C11orf54,,,,,0.770573566084788,,,
C11orf58,0.6810912511759172,0.9367311072056239,0.19787045252883761,0.7560581583198708,0.8509195055773289,,0.9197674418604651,0.9471947194719472
C11orf71,0.4971751412429379,0.6271186440677966,0.4935064935064935,,0.36936936936936937,0.725,0.5837837837837838,
C11orf87,,0.8205128205128205,0.75,0.7762886597938145,0.9916025192442267,0.7991228070175439,,0.8296296296296296
C12orf29,0.8246527777777778,0.8432835820895522,0.8162544169611308,,0.8028169014084507,0.8976377952755905,0.9458997722095672,
C12orf4,0.8615916955017301,,,0.8043478260869565,,0.8962962962962963,,
C12orf43,0.6212574850299402,,0.6796116504854369,0.512396694214876,0.7117327117327117,0.44776119402985076,,
C12orf75,,,,,,,0.5647668393782384,
C12orf76,0.4600451467268623,0.9731543624161074,0.3194842406876791,,0.23686229382431914,0.38429172510518933,0.03920619554695063,0.11650485436893204
C14orf132,0.9674887892376681,0.6812227074235808,,0.9271899886234357,0.9604302727621975,,0.9163528778913395,0.7065789473684211
C14orf28,,,,,0.6006006006006006,,,
C15orf39,,0.28205128205128205,,,,,,
C15orf40,,,,,0.3300970873786408,,,
C15orf61,0.049586776859504134,,,,0.04426787741203178,0.9692307692307692,,
C16orf87,0.15723270440251572,,,0.8253968253968254,0.3584905660377358,,0.4050802139037433,
C17orf67,,0.38461538461538464,,,0.675531914893617,,,
C17orf75,,,,,0.41482300884955753,0.4810810810810811,,
C18orf25,,,,,0.9179767600820232,0.84375,,
C18orf32,0.712463844333421,0.030542986425339366,,,,,0.029226847918436702,
C19orf12,0.28589108910891087,0.3037037037037037,0.298932384341637,,0.3437100213219616,0.34108527131782945,0.2580071174377224,0.8974358974358975
C19orf25,,0.2807017543859649,0.16666666666666666,0.08139534883720931,,0.09223300970873786,0.08576480990274093,0.09134615384615384
C1D,,,,0.8141447368421053,0.8739628605294351,0.8025078369905956,0.8747826086956522,
C1GALT1,,0.3220338983050847,0.48823529411764705,,0.42924528301886794,0.45454545454545453,,
C1GALT1C1,,0.41935483870967744,,,,,,
C1QBP,0.9795279383429673,0.9534883720930233,0.9765100671140939,0.8992661774516344,0.989136195018548,0.9288990825688074,0.8781273983115886,0.9120310478654593
C1orf115,0.8759159745969711,,,0.9566532258064516,,0.8587570621468926,,
C1orf198,,,,,0.9732441471571907,,,
C1orf21,0.4883148831488315,0.664,0.8435374149659864,0.7438271604938271,0.788936170212766,,0.5677398788651578,
C1orf216,0.9454836985569214,,,0.9610552763819096,,0.9809220985691574,,
C1orf43,0.9714681440443214,0.9722703639514731,,,0.9910681735326285,0.9794117647058823,,
C1orf50,0.0546218487394958,,,,,,,
C1orf52,0.09568627450980392,0.13291139240506328,0.12903225806451613,0.2190721649484536,0.19614147909967847,0.175,0.15912557193695984,
C1orf56,,,,,0.5140449438202247,,,
C21orf91,,0.45614035087719296,,,,,,
C22orf39,0.5881326352530541,0.8012820512820513,0.5138339920948617,,0.6270142180094787,0.6437659033078881,0.6376306620209059,0.6130434782608696
C2orf49,0.5966101694915255,0.640625,0.6352941176470588,0.7964601769911505,0.7782312925170068,0.43283582089552236,0.6081560283687943,
C2orf68,,,,,0.6946564885496184,,,
C2orf69,,0.6861313868613139,0.9597855227882037,0.7076566125290024,0.7567567567567568,0.6286644951140065,,0.6882591093117408
C2orf72,0.3190751445086705,,0.6923076923076923,,0.9111801242236025,0.27884615384615385,,0.30158730158730157
C2orf80,,,,0.8795698924731182,,,,
C2orf88,,,,,,,0.6594594594594595,
C3orf14,0.25151285930408473,0.22727272727272727,0.27089337175792505,0.36683417085427134,0.8181818181818182,0.888,0.29393939393939394,0.3840304182509506
C3orf38,,0.8155339805825242,0.813953488372093,0.3924050632911392,0.4021608643457383,0.6733333333333333,0.5014245014245015,
C3orf62,,,,,0.45627376425855515,,,
C4orf3,0.7011515262292085,0.8336079077429983,0.7640117994100295,0.8204758471521268,0.8379676808851361,,0.8141452584839836,
C4orf33,0.9211822660098522,,,,0.250936329588015,,,
C5orf24,0.847723704866562,,0.8739495798319328,,,0.8961424332344213,,
C6orf120,,,0.4635416666666667,0.47706422018348627,0.9244897959183673,0.5154185022026432,0.6798614547253835,
C6orf62,0.9611133851821531,0.8837837837837837,0.8566610455311973,,0.9642264866145464,0.8461538461538461,0.9414091470951792,0.9649805447470817
C6orf89,,0.8798449612403101,0.872093023255814,0.9022403258655805,0.8352402745995423,0.8591954022988506,0.9136878814298169,0.8721461187214612
C7orf50,,,,0.9824817518248176,,0.9050736497545008,,
C8orf33,0.8099489795918368,0.6335403726708074,,0.8771929824561403,0.8727134146341463,0.8976744186046511,0.8838304552590267,
C8orf34,,,,,0.7360406091370558,,,
C8orf44,0.39473684210526316,,,,0.5658536585365853,,,
C8orf76,,0.7230769230769231,,,,,,
C9orf40,,,,0.415929203539823,0.6619883040935672,,,
C9orf72,0.0762081784386617,,0.8636363636363636,,,,0.9604377104377104,
C9orf78,,,,,,0.8849431818181818,0.9693178433124814,
C9orf85,0.38271604938271603,0.7272727272727273,,,0.33962264150943394,,,
CA10,0.6693877551020408,0.6052631578947368,0.7012448132780082,0.6228571428571429,0.6329639889196675,0.6015180265654649,0.7275400196014374,
CA11,,,,0.3585554600171969,,0.9533941236068896,,
CA2,,0.977116704805492,,,0.9910673732021196,,,
CA8,0.7807017543859649,,,,0.7310924369747899,,,
CAAP1,,,,,,0.6619718309859155,,
CAB39,,,,,,0.96440489432703,,
CAB39L,0.8869665513264129,,,0.9481327800829875,0.9090909090909091,0.9329446064139941,0.958041958041958,
CABLES1,,0.6491228070175439,0.5094339622641509,,0.4229934924078091,0.8466257668711656,0.8700887198986058,0.68
CABLES2,,,,,0.94875,,,
CABP1,,0.8669724770642202,0.8780346820809248,0.9613544350386456,0.9691722418995147,0.9582297364495276,,0.8240040342914775
CACFD1,0.8324324324324325,,,,,0.5522388059701493,,
CACNA1A,,0.5721153846153846,,,,0.977491961414791,0.9866774323778764,0.5719769673704415
CACNA1B,,,0.8432432432432433,0.8698315467075038,0.8940634595701126,0.9173728813559322,0.9420062695924765,0.8072625698324022
CACNA1C,,,,0.9300699300699301,0.9457013574660633,0.9225806451612903,0.5820271682340648,
CACNA1D,0.7055214723926381,,,,0.4745308310991957,,0.691358024691358,
CACNA1E,0.6679841897233202,,0.7132616487455197,0.6545064377682404,0.6927029804727647,0.7158469945355191,0.5131375579598145,0.6386138613861386
CACNA2D1,,,0.9451073985680191,0.9732540861812778,0.955629338967703,0.9175824175824175,0.9260089686098655,0.8769230769230769
CACNA2D3,0.9693877551020408,,,0.8491620111731844,0.9868041237113402,0.9278688524590164,0.8812729498164015,0.7023809523809523
CACNB1,0.9256900212314225,,0.9135514018691588,,0.8511567001309471,0.9148471615720524,,
CACNB2,0.9484046164290564,0.6923076923076923,0.7606837606837606,0.8422818791946308,0.9278273809523809,0.8329896907216495,0.8451574919046217,0.8369230769230769
CACNB4,0.94434250764526,,0.949671772428884,,0.8941818181818182,0.8745247148288974,0.8707986432315757,
CACNG3,,,,,,0.9747675962815405,,
CACNG5,,,,,0.4157303370786517,,,
CACNG8,,,0.9468085106382979,0.9620253164556962,,0.945,,
CACUL1,0.2125237191650854,,0.7959183673469388,0.3268698060941828,0.4315209910529938,0.1638418079096045,0.46787603930461075,
CACYBP,0.8293049091727969,0.8058441558441558,0.875886524822695,0.7979002624671916,0.8326580608687458,0.8619107217355028,0.8987227454521998,
CADM1,0.9238152369526095,0.7835051546391752,0.8663911845730028,0.87422934648582,0.7887806637806638,0.8697916666666666,0.8279898218829517,0.8073770491803278
CADM2,0.9537692628071637,0.8262243285939969,0.8625277161862528,0.8717086834733894,0.8794267144404633,0.8922616502778965,0.8307650958609568,0.645075421472937
CADM3,0.3795955882352941,0.3426294820717131,,0.3291298865069357,0.26177285318559557,0.9016100178890877,0.41815167840862,0.9420062695924765
CADM4,,0.9780380673499268,,,,0.9255150554675119,,
CADPS,0.9815756035578145,0.693950177935943,0.8040313549832027,0.8927125506072875,0.9460986410138953,0.8766184310738766,0.9633961744874089,0.6774809160305344
CADPS2,,0.8105263157894737,0.9559748427672956,0.9648829431438127,0.9618805590851334,,0.9778175313059034,0.7964601769911505
CALB1,,,,,0.5959409594095941,0.568561872909699,0.6043225270157938,0.3614457831325301
CALCOCO1,,,,,,0.07342657342657342,,
CALCOCO2,,0.8050314465408805,,0.9539170506912442,0.8457595526561044,0.1079136690647482,,
CALCRL,,,,,,0.5967741935483871,0.7596899224806202,
CALD1,,0.4225621414913958,0.9436619718309859,,0.9478707782672541,0.43400447427293065,0.952027027027027,
CALM1,0.6559258147369825,0.6614629794826048,0.7266085316992694,0.7508333333333334,0.5325685397627844,0.762873777627042,0.6599002617153422,0.7024387209157645
CALM2,0.8437340675028041,0.9941294608373242,0.9209002750036185,0.7906580859456093,0.680844315460615,0.8352270155266851,0.8899714939950465,0.9459573569769897
CALM3,0.7239849497388667,0.64086859688196,0.8089967868618351,0.8489473097916899,0.9458106551189861,0.9192131147540984,0.7587310050653159,0.8309696092619392
CALR,0.9397260273972603,0.9448924731182796,,,,,,
CALU,0.15296052631578946,0.8227848101265823,0.34177215189873417,0.9306930693069307,0.8440438871473355,0.2706766917293233,0.3055276381909548,0.7463768115942029
CALY,0.9161676646706587,,0.06286836935166994,0.09447983014861996,0.9712041884816754,0.07543859649122807,0.8693189480782199,0.9419642857142857
CAMK1,,,,,0.9472710453283997,,0.9901241534988713,
CAMK1D,0.8410619469026549,0.943127962085308,0.9807956104252401,0.9716117216117216,0.9581263307310149,0.9598583234946871,0.9683875794986906,0.5788005578800558
CAMK2A,0.7432520325203252,0.7320261437908496,0.9600301659125189,0.9524666906733885,0.9512700881285641,,0.7548282828282828,
CAMK2B,0.748909761824891,0.46093064091308167,,0.9950019223375625,,0.9705014749262537,0.5998282189427657,
CAMK2D,0.14697569248162803,,0.9825479930191972,0.0858050847457627,0.9682407020476389,,,
CAMK2G,0.9858156028368794,0.8664596273291926,0.950589970501475,0.9741267787839586,0.9435973552826878,,0.9536604987932421,0.9266943291839558
CAMK2N1,,0.7988587731811697,0.769393698702674,0.876134162503823,0.814813079733908,0.8197375926982317,0.8616145759002902,0.8775202562653099
CAMK4,0.8856502242152466,,,0.9424083769633508,0.7882454624027658,0.5643564356435643,0.9227272727272727,
CAMKK1,,,,0.9930020993701889,0.978137166816412,,,
CAMKK2,0.9395926820849154,,0.9610215053763441,0.9457050243111832,0.9574047954866008,0.8985890652557319,0.9404792579232156,
CAMKV,0.9922791846819025,,,,,,,
CAMLG,0.037449971412235564,,,0.9426644182124789,0.9553679131483716,0.02737226277372263,,
CAMSAP1,0.6054644808743169,,0.7647058823529411,0.8701594533029613,0.8785228377065112,0.5520833333333334,0.5746102449888641,
CAMSAP2,0.8290484140233723,0.7221238938053097,0.9481668773704172,0.9563953488372093,0.8929804372842347,0.7130434782608696,0.9821032625910675,0.8265179677819083
CAMTA1,0.6141955149139996,0.8296213808463252,0.7918088737201365,0.8583779333058872,0.8583486635645493,0.8512891344383057,0.9214382326420198,0.7705139765554554
CAND1,0.2715883668903803,0.3900709219858156,0.3649193548387097,0.43562610229276894,0.6750739529814729,0.6953551912568307,0.7030382228030055,0.6679841897233202
CANX,0.8042125418860699,0.7196029776674938,0.8481449525452976,0.9646697388632872,0.8886926994906621,0.8991135500211059,0.7243243243243244,0.8263058527375708
CAP1,,,,0.7464114832535885,,,,
CAP2,0.8721973094170403,,,,,0.806060606060606,,
CAPN2,,,0.9223946784922394,0.975,0.9586666666666667,0.8859934853420195,,
CAPN5,,,,0.8393782383419689,0.7819148936170213,0.8046875,0.7490729295426453,
CAPN7,,,,,0.9251336898395722,0.10185185185185185,,
CAPRIN1,0.32868757259001163,,0.459954233409611,0.3965714285714286,0.5397665085735133,0.1896551724137931,0.18958950486669487,0.6114942528735632
CAPRIN2,,,,,0.959521094640821,,0.9734762979683973,
CAPS2,0.8530612244897959,,0.8484848484848485,0.8384615384615385,0.7908496732026143,0.7676767676767676,0.8328173374613003,
CAPZA1,,,,,,0.9225941422594143,,
CAPZA2,0.3813538308951153,0.3815789473684211,0.3866513233601841,0.9615631005765535,0.9918316054037072,0.40266469282013323,0.9958292784651744,0.3605898123324397
CARF,,,,,0.6202090592334495,0.5957446808510638,,
CARHSP1,0.6018306636155606,0.930921052631579,,,0.4854368932038835,,,0.5384615384615384
CARMIL1,,,,,,0.8956521739130435,,
CARMIL2,,,,,,,,0.47674418604651164
CARNMT1,,,,,0.8074626865671641,0.8415841584158416,,
CARS1,,,,0.8736842105263158,,,,
CARS2,,,,0.9015544041450777,,,,
CASC15,,,,0.6829268292682927,0.39344262295081966,0.6296296296296297,0.7137931034482758,
CASC3,0.881638846737481,0.882179675994109,0.9250457038391224,,,0.911062906724512,,0.9247311827956989
CASD1,,,,,0.9877282250823107,,,
CASK,0.6934156378600823,,,,0.586880669923238,0.5287958115183246,,0.46875
CASKIN1,0.8473597359735974,,,,0.8069039913700108,,0.8532326569136385,
CASP8AP2,0.6705882352941176,,0.8142857142857143,,,,,0.5285714285714286
CAST,,,,0.6303630363036303,0.8449334698055271,,,
CASTOR2,,,,,0.916267942583732,,0.9753863766456783,
CASTOR3P,0.8784388995521433,0.9361702127659575,0.5590551181102362,0.9766990291262136,0.9273262395290921,0.9260700389105059,0.6759776536312849,
CAV2,,,,0.625,0.6075156576200418,,0.7779310344827586,
CAVIN2,,,,,0.5396578538102644,,,
CBFA2T2,,0.4700854700854701,,,0.9620578778135048,0.7611111111111111,,0.5217391304347826
CBFA2T3,,,,,0.8124076809453471,,,
CBFB,,,,,0.9034690799396682,,,
CBLB,,0.3953488372093023,,,,,,
CBLL1,,0.6842105263157895,,0.7515527950310559,0.8172690763052208,,,
CBLN2,0.9641491395793499,,,0.97054698457223,,0.97,0.9701535786728485,
CBR4,0.13105413105413105,0.5862068965517241,,,0.9666666666666667,,,
CBX1,,0.6744791666666666,0.8430962343096234,0.9076704545454546,,,,0.8594594594594595
CBX3,0.57996632996633,,,0.9712389380530974,0.8722563652326603,0.7355769230769231,,
CBX5,0.7532905838677016,0.9707602339181286,0.9150521609538003,0.803921568627451,0.8984450923226434,0.893296853625171,0.945157780195865,0.9345047923322684
CBX6,,0.512720156555773,0.6002252252252253,0.9734620024125452,,0.9633251833740831,0.9673693329483107,
CC2D1A,,0.8295454545454546,,,,0.8518518518518519,,
CC2D2A,,,0.6666666666666666,,0.7570621468926554,,,
CCAR1,0.8298397040690506,0.37343358395989973,0.7428571428571429,,0.15973254086181277,0.5576470588235294,0.32926829268292684,
CCAR2,,,,,0.9821717990275527,,,
CCDC102B,,0.34615384615384615,,,,,,
CCDC112,,,,0.736,,,,
CCDC12,,,0.8917910447761194,,,,,
CCDC127,,0.3466666666666667,0.38461538461538464,0.125,0.48126064735945484,,0.6508127633955448,
CCDC136,,,,,,,0.9488291413703382,
CCDC138,0.375,,,,,,,
CCDC14,,,,,,,0.875219683655536,
CCDC144A,,,,,,,,0.7466666666666667
CCDC146,,0.44,0.7625,,,,,0.44
CCDC149,0.7702407002188184,0.5416666666666666,0.7377049180327869,,0.6447902571041949,0.8159509202453987,0.6380368098159509,
CCDC152,0.46808510638297873,,,,,,,
CCDC160,,,,0.5714285714285714,,,,
CCDC171,,,,,0.546875,0.7301587301587301,,
CCDC174,0.5135135135135135,0.5671641791044776,,,,,,
CCDC18-AS1,,,,,0.591715976331361,,0.4148936170212766,
CCDC180,,,,,0.28688524590163933,,,
CCDC181,,,0.5982905982905983,,0.8524590163934426,,,0.3888888888888889
CCDC183,,,,,0.3125,0.32608695652173914,,
CCDC184,0.8729037952338923,,,0.8885017421602788,0.9137562366357804,,,
CCDC186,,,,,0.9124356144223694,,0.8800350262697023,
CCDC25,0.6715517241379311,0.3291139240506329,0.5740740740740741,0.6862745098039216,0.658971243418388,0.791497975708502,0.7166859791425261,
CCDC30,0.1183206106870229,,,,0.3173734610123119,0.6944444444444444,,
CCDC32,0.24,,,,0.03669724770642202,,,
CCDC34,0.5004233700254022,0.16049382716049382,0.5681818181818182,0.7678571428571429,0.1347517730496454,0.48286604361370716,,
CCDC47,,0.6160337552742616,,0.8254901960784313,0.8594534300055773,0.9398230088495575,0.8429926238145417,0.8327526132404182
CCDC50,0.6158415841584158,,0.7636363636363637,,0.8467933491686461,0.8355263157894737,,
CCDC59,,0.5454545454545454,,,0.6661087866108787,,,
CCDC6,0.8639455782312925,0.8333333333333334,,,0.8506052553882492,0.9742063492063492,0.8965415311853384,
CCDC66,0.627906976744186,0.296137339055794,,,0.40806353084911423,0.7155963302752294,0.8964346349745331,
CCDC7,0.910467706013363,0.2845100105374078,0.39267886855241263,0.6771589991928975,0.5170355902777778,0.39543726235741444,0.45977808599167824,0.532258064516129
CCDC71L,,,,0.5818181818181818,0.6359223300970874,,,
CCDC82,0.42607610729881473,,0.9051724137931034,0.7567567567567568,0.8594229588704727,0.5136363636363637,0.8300679728108756,
CCDC88A,0.43364429732169724,0.501338688085676,0.8438880706921944,0.8469387755102041,0.4032977201985362,0.26846846846846845,0.9680429864253394,0.5516847515705311
CCDC9,,,,,0.8890814558058926,,,
CCDC90B,0.7234273318872018,0.6089108910891089,,,,,,
CCDC91,0.6117743927542199,0.5030084235860409,0.6284779050736498,0.7416851441241685,0.8433734939759037,0.645021645021645,0.6588295425504728,0.7309417040358744
